start_hhmmss,end_hhmmss,text
00:04:33,00:04:39,"So there was David Novoross, John Chamberlain, but Andy Warhol was one of them."
00:04:39,00:04:44,"And it's this tiny little, it looks like almost like a chip that you would put into a camera,"
00:04:44,00:04:45,and it's got little bits of art on it.
00:04:45,00:04:48,And Andy Warhol drew a penis.
00:04:48,00:04:53,And I think at the time he justified saying that it was a W and an A. And if you're being
00:04:53,00:04:58,"very generous, it kind of does look like that, but really it's a, it's a cock and bulls"
00:04:58,00:04:59,drawing.
00:04:59,00:05:00,Okay.
00:05:00,00:05:02,"Well, that will be useful if the aliens come."
00:05:02,00:05:08,There will know what to expect when they arrive in Sweden.
00:05:08,00:05:11,"Okay, here's one from Magnus Silverwood."
00:05:11,00:05:17,"Magnus writes, ""My fact is that Jupiter is not mostly composed of gas, but is in fact largely"
00:05:17,00:05:21,liquid hydrogen covered by gas clouds.
00:05:21,00:05:27,"And what Magnus finds really interesting about this, which is unbelievably fascinating because"
00:05:27,00:05:30,"of the coincidence, is how we found this out."
00:05:30,00:05:37,"1995, the spacecraft Galileo entered the orbit of Jupiter for the first time, just in time"
00:05:37,00:05:42,"to witness what has been estimated as a one in six thousand year event, the collision"
00:05:42,00:05:47,"of the comet Schumacher levy nine, as it crashed into the surface of Jupiter."
00:05:47,00:05:51,"So the collision threw up a lot of debris into the atmosphere, the composition of which"
00:05:51,00:05:52,that was studied.
00:05:52,00:05:56,And they also opened a small observation window beneath the clouds so that they could
00:05:56,00:06:00,see what was going on down there as the smoke was coming up.
00:06:00,00:06:01,Yeah.
00:06:01,00:06:05,And they found out that it's not an enormous image of a penis.
00:06:05,00:06:12,"Oh, God, they've got their own tiresome art collectors on Jupiter, have they?"
00:06:12,00:06:14,"But as a result, that is incredible."
00:06:14,00:06:15,That is incredible.
00:06:15,00:06:16,Yeah.
00:06:16,00:06:19,"They got to see this extraordinary thing though, one in six thousand and that's the story"
00:06:19,00:06:22,of how we discovered that.
00:06:22,00:06:28,"And Galileo, that, that mission itself was a very interesting mission because they confirmed"
00:06:28,00:06:32,for the first time that there was life on earth.
00:06:32,00:06:38,"And that was, as Galileo was flying away from us, Carl Sagan, who was part of the project,"
00:06:38,00:06:44,asked for it to be turned around and have all the instruments face earth and take a reading.
00:06:44,00:06:48,And the reading it took showed signs of life on our planet.
00:06:48,00:06:52,"And that might sound silly, but it served a major scientific purpose."
00:06:52,00:06:56,It showed us what you would be looking for if you were looking for life on a planet.
00:06:56,00:07:00,It could measure oxygen and methane in earth's atmosphere.
00:07:00,00:07:05,It spotted a steep cliff in the infrared spectrum of sunlight reflecting off the planet.
00:07:05,00:07:10,"And it had this red edge to it, which indicated the presence of vegetation."
00:07:10,00:07:13,It picked up radio transmissions that were coming from the surface to show that there
00:07:13,00:07:18,must be an intelligent life that were manufacturing artificial sounds and so on.
00:07:18,00:07:20,"So, what, yeah, was it up?"
00:07:20,00:07:22,1995 was the mission.
00:07:22,00:07:23,Yeah.
00:07:23,00:07:26,"I was just thinking what radio they might, they'd have got the archers."
00:07:26,00:07:27,Yes.
00:07:27,00:07:30,"They would have got a scape and John, maybe."
00:07:30,00:07:31,"Oh, yeah."
00:07:31,00:07:36,"Yeah, if they were listening to the right music channel, boom, boom, boom, let me say whale."
00:07:36,00:07:37,That would have been in the air.
00:07:37,00:07:44,"Not the best musical moment to be discovering earth, but here's one."
00:07:44,00:07:46,This came in from Karen Gopter.
00:07:46,00:07:47,"So thank you very much, Karen."
00:07:47,00:07:56,"It's that the Indian Republic Day Parade held in New Delhi features 1,270 kilos of boneless"
00:07:56,00:07:57,chicken.
00:07:57,00:07:58,Really?
00:07:58,00:08:03,There's lots of people there and they need to eat.
00:08:03,00:08:04,It's not for people.
00:08:04,00:08:05,It's not for people.
00:08:05,00:08:09,"It's not these 1,200 kilos of boneless chicken are not for people."
00:08:09,00:08:15,"And did they leave it on, did they put it on the side of the town so that all of the"
00:08:15,00:08:20,wild animals go out to eat the chicken and they don't get in the way of the parade?
00:08:20,00:08:21,Very good.
00:08:21,00:08:22,You've got it.
00:08:22,00:08:23,Oh.
00:08:23,00:08:24,Nice.
00:08:24,00:08:25,You've got it.
00:08:25,00:08:29,"The chicken is spread out, says Karen, at specific locations, to attract black kites and"
00:08:29,00:08:36,prevent bird strikes because they're a load of planes that do the parade and they're also
00:08:36,00:08:40,a load of black kites in Delhi and they fly at roughly the height that they might go into
00:08:40,00:08:46,one of the engines and ruin everyone's day and ruin another wise happy parade.
00:08:46,00:08:50,And so they have been putting out lots and lots of meat.
00:08:50,00:08:55,They used to do buffalo but they've recently changed the recipe to chicken.
00:08:55,00:09:01,Can I ask are these kites really picky eaters that they don't like to eat chicken with bones
00:09:01,00:09:02,in it?
00:09:02,00:09:04,What a good point.
00:09:04,00:09:05,I don't know.
00:09:05,00:09:08,"I think it, I did look it up a bit and it has to be in pieces of a specific size."
00:09:08,00:09:13,"It's interesting because I would have thought that they would just eat animals normally,"
00:09:13,00:09:14,right?
00:09:14,00:09:18,They would eat little bowls or something and they definitely have bones in them.
00:09:18,00:09:20,"Yeah, you're right."
00:09:20,00:09:22,"I think it's, I don't know what the reason is."
00:09:22,00:09:26,"I guess they can't just say we'll just throw up any old, any old shite for them because"
00:09:26,00:09:28,"this is the, you know, it's a big republic-day parade."
00:09:28,00:09:31,"It's going to be, every element of it has to be meticulous."
00:09:31,00:09:36,"And also, like, you need to put something really nice for the kites."
00:09:36,00:09:40,"You can't just put, like, some chicken thighs out there because they'll be like, ""Oh, yeah,"
00:09:40,00:09:41,"we could get that anywhere."""
00:09:41,00:09:42,"No, no, no."
00:09:42,00:09:45,"Oh, but look, it's the amazing, boneless stuff we can put in there."
00:09:45,00:09:47,Boneless jerk rubbed out.
00:09:47,00:09:51,I don't know what I'm talking about with a chicken recipe.
00:09:51,00:09:53,I don't even have chicken.
00:09:53,00:09:57,"But I think it's quite meaningful that it's chickens because, of course, they can't fly."
00:09:57,00:10:02,"And yet they, with their sacrifice, are allowing the aerial parade to happen."
00:10:02,00:10:06,"So in a sense, they can, I think chickens can fly a little bit, can't they?"
00:10:06,00:10:07,Come on.
00:10:07,00:10:08,Not much.
00:10:08,00:10:12,"Not much, but they could, like, you know, if you throw them in the air, they will flap as they"
00:10:12,00:10:13,fall.
00:10:13,00:10:19,I believe that if you have chickens and you have a building like a shed and it's like two
00:10:19,00:10:22,"metres tall, they can get onto it, I reckon."
00:10:22,00:10:23,Really?
00:10:23,00:10:24,I think so.
00:10:24,00:10:25,"Yeah, I think that's right."
00:10:25,00:10:27,They can sort of flutter upwards.
00:10:27,00:10:28,Yeah.
00:10:28,00:10:29,"Yeah, they can, they've, they've-"
00:10:29,00:10:30,"I mean, not like-"
00:10:30,00:10:35,"Not the ones that, like, Bernard Matthews is fed to within each of their lives, like those"
00:10:35,00:10:36,guys can't do much.
00:10:36,00:10:37,No.
00:10:37,00:10:38,Very interesting.
00:10:38,00:10:39,Okay.
00:10:39,00:10:40,Yeah.
00:10:40,00:10:44,"What's the highest you've ever seen a chicken fly, podcast@QI.com?"
00:10:44,00:10:46,Why do I do it to myself?
00:10:46,00:10:47,It is.
00:10:47,00:10:48,Okay.
00:10:48,00:10:53,Here is a fact from Jennifer Neal and Jennifer writes about species of fungi found in the
00:10:53,00:11:00,Hungarian at few gardens that does not grow naturally anywhere else in the world.
00:11:00,00:11:01,Cool.
00:11:01,00:11:02,"Riddle, maybe."
00:11:02,00:11:03,Yes!
00:11:03,00:11:11,Tototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototototot.
00:11:11,00:11:12,Okay.
00:11:12,00:11:13,I love our little mystical riddles.
00:11:13,00:11:14,It doesn't grow.
00:11:14,00:11:19,"It's like there is a paradoxical, is it a paradoxical, paradoxical, paradoxical frog?"
00:11:19,00:11:20,That's it. There's born figure.
00:11:20,00:11:21,Yeah.
00:11:21,00:11:22,Then it grows.
00:11:22,00:11:23,It grows.
00:11:23,00:11:27,It's like the female gives birth to this enormous tadpole.
00:11:27,00:11:28,Yeah.
00:11:28,00:11:30,"And then when it turns into a frog, you get smaller."
00:11:30,00:11:31,"Well, it's not."
00:11:31,00:11:32,It's not.
00:11:32,00:11:33,It's not irritating for the mum.
00:11:33,00:11:34,And this is a clue.
00:11:34,00:11:35,It is.
00:11:35,00:11:39,This fungus is called golf bolia ampusta.
00:11:39,00:11:45,The reason that it doesn't grow anywhere is because it is an actual golf ball.
00:11:45,00:11:53,It's a golf ball that has been burnt and it was sent to Q Gardens in 1952 from Lancashire as a joke.
00:11:53,00:12:01,"I think actually, like, to be honest, it's not certain whether the people who found it thought it was a joke or whether they thought it was an actual fungus."
00:12:01,00:12:09,"But definitely the guy who took it in was called RWG Dennis, who is the head of mycology at the Royal Botanic Gardens."
00:12:09,00:12:14,And certainly he was in on a joke of giving it an official name and describing it.
00:12:14,00:12:15,Yeah.
00:12:15,00:12:16,Yeah.
00:12:16,00:12:17,He's a fun guy.
00:12:17,00:12:18,He's described it.
00:12:18,00:12:19,"Oh, my god."
00:12:19,00:12:20,"Oh, my god."
00:12:20,00:12:21,Sorry.
00:12:21,00:12:22,I couldn't help that.
00:12:22,00:12:23,I'm really sorry.
00:12:23,00:12:24,I'm warning to it.
00:12:24,00:12:29,I feel like I would have to hand back my comedy gun and bad to if I didn't make that joke.
00:12:29,00:12:30,"Yeah, absolutely."
00:12:30,00:12:31,Absolutely.
00:12:31,00:12:41,"But he described it in an official paper as small, hard, but elastic spears enjoyed by the Caledonians in certain tribal rights."
00:12:41,00:12:50,"And he was one making a joke, but two kind of making a point that there was no definition of what a mushroom was at that time."
00:12:50,00:13:00,"And some mycologists, so people who've studied mushrooms, said that a fungus should be anything that's studied by mycologists."
00:13:00,00:13:04,"As in if we study it, it's just automatically a fungus because it was so hard to define."
00:13:04,00:13:10,"And he said, well, you can't really do that because if you do that, then I'm going to call this golf ball a fungus."
00:13:10,00:13:20,And what I'm really interested in is that it was sent from Lancashire and I have played most golf courses in Lancashire.
00:13:20,00:13:25,"I would say, but I can't for the life of me find out which golf costs it's from this ball."
00:13:25,00:13:29,And I'm just really excited to find out what that's why I'm really interested in.
00:13:29,00:13:30,Yeah.
00:13:30,00:13:32,Feels like you missed the point of the whole story.
00:13:32,00:13:46,"Sorry. I got another one here. This is from Brian Simpson, the band, the postal service was sent a cease and desist letter from the United States Postal Service."
00:13:46,00:13:53,But we're then allowed to keep the name after agreeing to perform for the USPS.
00:13:53,00:14:03,I actually used to listen to this band. They had one album. It was a sort of super group. The lead singer was from the band Death Cab for Cutie.
00:14:03,00:14:09,And the reason that they were called the postal service is because that's how the album was created.
00:14:09,00:14:12,One of them would put a bed of music down.
00:14:12,00:14:17,"One of them would write a note, E sharp."
00:14:17,00:14:19,Is there an E sharp?
00:14:19,00:14:27,"No, there's no box of all the notes you could have gone far. God damn it. F sharp."
00:14:27,00:14:31,You'd wait for a return of post. Is that how they did it? Yeah.
00:14:31,00:14:34,That's exactly how they did. You've been reading the notes. Yeah.
00:14:34,00:14:39,"Yeah. No. So they had, they just had conflicting schedules. So they were sent it to each other through the post."
00:14:39,00:14:50,It was slightly knowing when it was revealed that they didn't in fact use the US Postal Service as their method of posting but used others like FedEx and the United Parcel Service.
00:14:50,00:15:03,"But yeah, so they got sent the cease and desist letter. They went and met up with them and they agreed that if they would play at their national executive conference in Washington DC, then they would be allowed to use the name."
00:15:03,00:15:14,They'd struck up a good relationship then the band CDs were then sold on the USPS official website. So they got a lot of publicity off the back of this moment.
00:15:14,00:15:18,"So yeah, the lead singer's married to Zoe Deschanel. There's a little bonus fact there."
00:15:18,00:15:28,"The reason his band's called Death Cap for Cutie is that was a song by the Bonzo Dog Doodar band and it was performed in magical mystery tour, the Beatles film. Always comes back to the Beatles."
00:15:28,00:15:39,"Yeah, because when you are talking down."
00:15:39,00:15:53,"I got one. Yeah, this is from Nick's size. I thought you might find it interesting. He writes that the French learned how to make the nuclear bomb by playing 20 questions with American scientists."
00:15:53,00:16:09,No way. So basically America's got the nuclear bomb. France doesn't. American law forbids America from sharing nuclear secrets. But they're both allies. I think this is after NATO has set up.
00:16:09,00:16:24,"So the American wants France to have the bomb, but legally they can't say this is how you make a nuclear bomb. So instead they use this system called negative guidance where the French would say he is what we're doing. And the Americans would say hotter, colder, or don't do that."
00:16:24,00:16:36,That basically they just sort of reverse guided them to having a nuclear bomb. It's not crazy. And you can do that in 20 questions. It doesn't seem likely. Exactly. No more than 20.
00:16:36,00:16:43,Because like you use the first one up with like animal vegetable or mineral. So like that something 19 after that.
00:16:43,00:16:59,"Yeah, but you know the mineral, which is uranium. So you're laughing. It feels like they probably had the plans, but they had to go through the diplomatic process of asking 20 questions. Don't hang up on the 20 thing. I think they were probably allowed a few extensions to the 20."
00:16:59,00:17:15,"Yeah, I think so. The 20,000 France got to the end of the 20 questions. And the Americans were like, oh, well, that's a shame. Sorry. The West nuclear umbrella will just have to have a little panel missing, won't it? Oh, well."
00:17:15,00:17:23,"Okay, here is one last one from me. This is from Matsuza. And Matsuza writes that my significant other. This is Matsuza."
00:17:23,00:17:37,I think that's another. That's not a technician who just inform me of a fact you all might enjoy there exists online courses to become a certified rat tickler.
00:17:37,00:17:51,"And this is amazing. There's basically tickling rats is a very important thing in science because the pathways in rats brains are very similar to the pathways in humans brains, especially when you're being tickled."
00:17:51,00:18:09,"Whenever they want to do any tickle science, then they do it on rats first. And rats absolutely love it. And they're, you know, if you're a rat tickler, you only need to walk into a room and all the rats are going to jump around going, oh, my God, the rat tickler's here. We can't wait to be tickled."
00:18:09,00:18:15,"James, are you about to tell us that you have completed this course and become a certified rat tickler?"
00:18:15,00:18:18,Because I'll be so happy if you have.
00:18:18,00:18:27,"I've only wished that I thought of it. No, I think it probably takes a bit longer than we had in the day and a half since you said this fight so far."
00:18:27,00:18:31,"How hard could it be to tickler rats? I was like, they're up for a tickle."
00:18:31,00:18:40,"We all, all of us should have, you know how people who chase meteorites, they get a report that ones landed and they just have to go immediately to go and find it."
00:18:40,00:18:49,They all have a bag ready at the door for these moments. I think we need the equivalent where it's like rat tickling course available. We're recording tomorrow.
00:18:49,00:18:55,"See you, honey, out the door. Sorry, Paulina, the Harkin signal is in the sky."
00:18:55,00:18:59,That ticklers need me.
00:18:59,00:19:05,Right. That is enough of your facts. Let's have some facts being dished out to you.
00:19:05,00:19:23,"Because if you join Clubfish, which is our members club on Patreon, at the highest tier, which is friend of the podcast, then you will get a shout out on the show and we will allocate you a fact and send you a certificate confirming that you are forever the custodian of this fact."
00:19:23,00:19:34,"So we're going to do a bunch of those now. If you want to check it out, go to patreon.com/clubfish. You can join at any of the tiers and there's great stuff on all of them, frankly. But let's have some custodians who wants to go first."
00:19:34,00:19:50,"I will. Okay. This one is now under the custodianship of Melinda Redriksen. Melinda, your fact is that in Kentucky, in March 1876, it rained mutton tasting meat."
00:19:50,00:20:02,"Lovely. Lovely. I think what happened was it was fed to a load of black kites and they were like, what's this disgusting stuff? And just spat it out over this time."
00:20:02,00:20:11,"No, I don't remember. I think basically what happened was this so-called mutton tasting meat fell down to earth and we still don't know what it was."
00:20:11,00:20:26,"And it could be that some frogs were sort of sucked up in a water spout and then flowed over sort of wisdom of our style and then landed in this place in Kentucky and then people at the frog and thought, oh, this tastes a bit like mutton."
00:20:26,00:20:32,"Or it could have been something else. We don't really know what it was. No, you're right. We'll never know. But I do love it. I love the fact."
00:20:32,00:20:41,"I'll do another fact now. This goes out now to grapefruit street. Congratulations, grapefruit street. This is your fact."
00:20:41,00:20:50,"It is that Victorian inventor, Peter Halkett, invented a coat which doubled up as a boat. Yes. Love this."
00:20:50,00:20:59,"And it could take eight people. He could fit eight people in his boat coat. It's amazing. It's like a modern day Noah, you know."
00:20:59,00:21:08,"Yes. And if it's eight people, I think you can fit Mrs. Noah and Hath Shem and Jeffeth."
00:21:08,00:21:14,"Right. Someone dropped out before the third Noah child, James. Where were you in Sunday school?"
00:21:14,00:21:22,And three of their friends. So they can all bring their girlfriends or their wives if they like.
00:21:22,00:21:30,"Yeah. Yeah. Yeah. Shame about the animals, but I'm sure some of them can swim. And see you later, everybody."
00:21:30,00:21:35,It was a boat all the time. Not as the coat. Eat it.
00:21:35,00:21:46,"Oh, happy days. Here's another one. This one goes out to Hayden Freeman. Congratulations, Hayden. Your fact forever is now that in 18th century France,"
00:21:46,00:21:54,"tooth pullers were entertainers, one fired a gun while pulling teeth with his head in a bag."
00:21:54,00:22:03,That was a fact about ancient dentistry. Amazing. Great. Yes. I remember this fact. There were all sorts of wacky tricks.
00:22:03,00:22:09,Was it because we didn't have any of the anesthetic? So it was a sort of distraction.
00:22:09,00:22:15,I don't think it was for the patient's benefit. I'll say that much. I think it was to draw crowds.
00:22:15,00:22:20,"They went from town to town, didn't they? And they would sort of turn up and say, I'm here."
00:22:20,00:22:27,Who needs a tooth? Pull it out. And they'd also sell the kind of the bombs and and quack medicines and stuff.
00:22:27,00:22:35,Yeah. Yeah. So they're just trying to get people in really. And also like you've got someone screaming because you haven't given them any anesthetic.
00:22:35,00:22:43,You've got to distract the crowd somehow from that. Yeah. And you can do that by shooting a stranger on the other side of the crowd.
00:22:43,00:22:49,Seeing this guy isn't as much as that guy. Yeah. You could be worse off. Look at him.
00:22:49,00:22:54,Okay. Here is another fact. This one is now under the custodianship of Adam Webb.
00:22:54,00:23:06,"And the fact is that in the first world war, the Romanian army issued an order saying that only officers above the rank of major had the rights were eyeshadow in battle."
00:23:06,00:23:19,Very strict. I think we kind of looked at the use of makeup in history in the army and the fact that men used to wear makeup a lot more than women and also stuff like that.
00:23:19,00:23:25,Yeah. Actors used to wear green makeup in films. Am I making that up? Do you remember early days of Hollywood?
00:23:25,00:23:32,"Yeah. Black and white films. Yeah. Yeah. Well, that's great. And that's why the Armenians who fought on good question."
00:23:32,00:23:49,Side. I think they fought an act because Hungary would not on our side where they so I assume that the Armenians who bought a hungry probably were and the England Romania joined the allied powers.
00:23:49,00:23:59,Yeah. They were on our side. Yeah. Very nice. I'm always like. Always like those Armenians.
00:23:59,00:24:10,"Here's another one. This one goes out to Mollonol. Mollonol. Your fact is Daisy Meadows, the most borrowed children's author from British libraries doesn't exist."
00:24:10,00:24:13,"Oh, yeah. What?"
00:24:13,00:24:19,I myself had never actually heard of Daisy Meadows and still have not heard really of Daisy Meadows.
00:24:19,00:24:40,"If I think of all the books in my house or the books I see in bookshops, I don't spot Daisy Meadows, but she is a brand basically it's a group of authors that write underneath the name Daisy Meadows much in the same way that Tom Clancy novels are now ghost written under that name or Virginia Andrews of flowers in the attic."
00:24:40,00:24:49,It's that thing you can't let go once a once an author is nailed a genre. You just start writing using their name. Yeah. Michael Christen is another example of that.
00:24:49,00:24:58,"So yeah, pretty amazing for someone who's the most borrowed yet least heard of of all the big children's authors. Very cool fact."
00:24:58,00:25:09,Here's another one. This goes out to Luke. Congratulations Luke. It's the fact that it would cost 850 quadrillion dollars to build a death star.
00:25:09,00:25:21,And that was built by your father Luke. Interestingly. Really nice. Really nice. Spiral alert. Yeah.
00:25:21,00:25:30,"Yeah, this just fact about budgets, I suppose. And there was there was that thing where you project overreach project overreach, you know, on time and under budget."
00:25:30,00:25:36,Dream on was the thing where you can if you get a petition up on the White House website and enough people sign it.
00:25:36,00:25:45,"There has to be an official response. And this was one of those petitions that reached the required number to get the response, which was right."
00:25:45,00:25:54,Can you build a death star? It would only cost 850 quadrillion. And someone had done the math. That's really good because it's good that it happened under a previous administration.
00:25:54,00:26:01,Because I think if someone someone pitched it now might might well might well go through.
00:26:01,00:26:11,"I think you might be right. Okay, here is another fact. This one is now under the custodian ship of Meredith Baku. And Meredith, your fact is, oh, it's a festive one."
00:26:11,00:26:22,"Before going on stage to read a Christmas Carol, Charles Dickens drank a pint of champagne mixed with two tablespoons of rum and Sherry with raw eggs."
00:26:22,00:26:36,"Lovely. Now there is a story behind this. This was a live show at the Aces and eights that we did. And well, Anna wasn't going to let Charles Dickens get away with being the only person to drink a pint of champagne before a show."
00:26:36,00:26:45,"And if you listen back to episode 41, you can almost pinpoint the exact moment that those bubbles Anna's head."
00:26:45,00:26:55,"And when she goes very drunk halfway through the show. Yeah, we ran out just before the show started and bought a couple of bottles. I think a Prosecco in the end and poured a bunch of pines."
00:26:55,00:27:11,"I drank mine the whole way through the show because I couldn't do it. Anna absolutely downed it before we went on. And yeah, amazing fact about Dickens generally though that fact and his live shows that he used to do and how this is how he operated."
00:27:11,00:27:23,Yeah. Yeah. Right. Let's have one more. Yep. This goes out to James McDonald crap. Christmas jumpers date back to the Romans.
00:27:23,00:27:30,Yeah. So like this was it was a live show wasn't it? And it was it was our Christmas special. Yeah.
00:27:30,00:27:45,"And yeah, this was basically Marshall who wrote back in the Roman times and he wrote about I think it was was it sat an area or it was one of those nice one of those festivals that they did which we now say is kind of similar to a modern Christmas."
00:27:45,00:27:51,And he said that one of the things they did would be they would give each other sort of quite garish.
00:27:51,00:28:03,So good. I've never won a Christmas jumper. I'm sorry. What? Why not? Is it like now that you've gone this far? Is it become a thing that you just refused to?
00:28:03,00:28:14,"No, I've never refused to. I've never been asked to. I've never I've just never engaged with that whole scene. I've got you know, I've got a couple of fun jumpers but but they're not Christmas."
00:28:14,00:28:28,"And well, I say fun. I just mean they've got a slightly bolder knit than I'm happy with. I suppose like you you do wear fun jumpers all the time. Like we all call you fun jumper Andy. So like doing something special over Christmas doesn't really make sense for you."
00:28:28,00:28:40,Absolutely. I'm a fun jumper guy. The other 364 days of the year. Right. That's enough of this stuff. Let's have one final round of thanks to our wonderful new fact custodians and friends of the podcast.
00:28:40,00:28:54,They are James Meredith Luke Molinol Adam Hayden grapefruit street and Melinda. So thank you so much to all of you. Thank you to all of you who are listening who have joined Clubfish at any of the tears. It makes a massive difference.
00:28:54,00:29:07,If you would like to give that a go and get and free episodes and bonus content and much more besides just go to patreon.com/clubfish until then it's by for all of us and we'll see you in a few days time for another big fish.
00:29:07,00:29:17,[Music]
