start_hhmmss,end_hhmmss,text
00:04:15,00:04:16,In Texas.
00:04:16,00:04:17,"Oh, Edinburgh."
00:04:17,00:04:18,"Edinburgh, yeah."
00:04:18,00:04:19,That's great.
00:04:19,00:04:24,"It's in the Southern tip of Texas, just north of the border with Mexico."
00:04:24,00:04:29,"And Michael says that in our east of me is a town called Brownsville, Texas that has the"
00:04:29,00:04:32,very first 3D printed Starbucks.
00:04:32,00:04:33,Okay.
00:04:33,00:04:37,And the exciting thing is the Michael knows about it.
00:04:37,00:04:43,It opened in April 2025 and Michael was hired to take photos of it because he is an aerial
00:04:43,00:04:44,photographer.
00:04:44,00:04:45,It's cool.
00:04:45,00:04:49,I feel sad when someone tells me they're an aerial photographer because it feels like drones.
00:04:49,00:04:52,They're just going to kick you right out of the market.
00:04:52,00:04:56,Unless he means he photographs aerials in interesting ways.
00:04:56,00:04:57,Interesting.
00:04:57,00:04:58,Yeah.
00:04:58,00:05:01,And this 3D printed Starbucks has a really interesting aerial.
00:05:01,00:05:02,Yeah.
00:05:02,00:05:03,Yeah.
00:05:03,00:05:04,Yeah.
00:05:04,00:05:05,Yeah.
00:05:05,00:05:06,Maybe you got confused because their logo is a mermaid.
00:05:06,00:05:07,And the mermaid is called Ariel.
00:05:07,00:05:08,Of course.
00:05:08,00:05:10,He rocked up going.
00:05:10,00:05:11,Where is it?
00:05:11,00:05:15,There's another thing that's been recently 3D printed.
00:05:15,00:05:16,Oh yeah.
00:05:16,00:05:18,Robert Louis Stevenson.
00:05:18,00:05:19,He's back.
00:05:19,00:05:21,That's good.
00:05:21,00:05:23,This was the University of Leeds.
00:05:23,00:05:28,And they had a statue that had been decapitated at some stage.
00:05:28,00:05:31,And they didn't know who it was off.
00:05:31,00:05:35,And so a team sort of realised who it had been sculpted by because the signature was
00:05:35,00:05:36,on there.
00:05:36,00:05:40,And they looked at all the different things that had been sculpted by this person.
00:05:40,00:05:45,And they found a similar bronze in the Kelvin Grove art gallery in Glasgow and realised
00:05:45,00:05:49,that this statue must be the same as the bronze.
00:05:49,00:05:54,And so then they scanned the bronze head and then 3D printed the top of the statue.
00:05:54,00:05:56,And it was such cool detective work.
00:05:56,00:05:57,RLS.
00:05:57,00:05:58,That's amazing.
00:05:58,00:05:59,Brilliant.
00:05:59,00:06:00,I had been decapitated ages ago.
00:06:00,00:06:01,It was a contest.
00:06:01,00:06:02,Yeah.
00:06:02,00:06:03,We didn't know who it was at that stage.
00:06:03,00:06:04,That's amazing.
00:06:04,00:06:06,That's really such cool use of technology.
00:06:06,00:06:07,Yeah.
00:06:07,00:06:08,Also he died at about 40.
00:06:08,00:06:09,So he needs a comeback.
00:06:09,00:06:10,Yeah.
00:06:10,00:06:11,"He took a lot of cocaine, didn't he?"
00:06:11,00:06:12,Did he?
00:06:12,00:06:13,I think.
00:06:13,00:06:14,Stevenson.
00:06:14,00:06:16,"I think he wrote, does Jacqueline Mr. Hyde?"
00:06:16,00:06:20,I think it was on like a 14 day cocaine binge that he wrote it.
00:06:20,00:06:21,Oh.
00:06:21,00:06:22,"Yes, he famously wrote it in almost a time of talk."
00:06:22,00:06:25,But I didn't know that missing piece of information that helped him put it together.
00:06:25,00:06:26,That's amazing.
00:06:26,00:06:27,It's amazing.
00:06:27,00:06:28,It's going to be brilliant.
00:06:28,00:06:29,It's going to be brilliant.
00:06:29,00:06:30,Okay.
00:06:30,00:06:31,I got a little quicky one here.
00:06:31,00:06:33,This one is from Luke McLaughlin.
00:06:33,00:06:39,"And it is that I found out that the former CEO of Food for the Poor, which is a"
00:06:39,00:06:41,Relief Organization.
00:06:41,00:06:44,The former CEO is called Robin Muffood.
00:06:44,00:06:45,"Oh, yeah."
00:06:45,00:06:49,I definitely feel I've heard that in the past.
00:06:49,00:06:50,Yes.
00:06:50,00:06:53,I feel like I've seen interviews with him where his name comes up on screen.
00:06:53,00:06:54,Yeah.
00:06:54,00:06:57,So his surname is spelled M-A-H-F-W-D.
00:06:57,00:06:59,We love a nominative determinism.
00:06:59,00:07:00,We do.
00:07:00,00:07:01,The moment on the show.
00:07:01,00:07:02,We do.
00:07:02,00:07:03,Yeah.
00:07:03,00:07:05,I was looking into a few others.
00:07:05,00:07:09,"Someone that was in the news recently is the gynecologist, Dr. Vage, who is now"
00:07:09,00:07:11,an internet store.
00:07:11,00:07:12,"The end-vage, isn't it?"
00:07:12,00:07:13,Yes.
00:07:13,00:07:14,That's right.
00:07:14,00:07:15,Sorry.
00:07:15,00:07:16,I'm sorry.
00:07:16,00:07:18,I don't know how many Dr. Vage is a gynecologist yet.
00:07:18,00:07:21,"Because we've had that recently, the Vage has another meaning."
00:07:21,00:07:22,"It Australia, yes."
00:07:22,00:07:23,Yeah.
00:07:23,00:07:25,It means someone who has been detained under the vagrancy act.
00:07:25,00:07:26,That's right.
00:07:26,00:07:29,It is in a very specific place in time in Australia.
00:07:29,00:07:30,Yeah.
00:07:30,00:07:31,What else does it mean?
00:07:31,00:07:32,I don't understand.
00:07:32,00:07:33,"No, that's why it's funny."
00:07:33,00:07:34,Because it means that.
00:07:34,00:07:35,Right.
00:07:35,00:07:36,Is it my turn?
00:07:36,00:07:37,Yeah.
00:07:37,00:07:38,It is indeed.
00:07:38,00:07:44,"And Fiona Green, tell me about the wild fig ficus psychomoris, which has been recorded"
00:07:44,00:07:48,to have roots of up to 393 feet deep.
00:07:48,00:07:49,Wow.
00:07:49,00:07:50,So.
00:07:50,00:07:53,And it's 66 feet above ground height.
00:07:53,00:07:55,It's pretty tall anyway.
00:07:55,00:08:03,"So if you go from tip to top, it's a total of 459 feet, whereas the highest redwood hyperion,"
00:08:03,00:08:09,"which is supposed to be the tallest tree, is only 379.7 feet."
00:08:09,00:08:12,And it has quite shallow roots because they're quite wide and shallow.
00:08:12,00:08:13,Right.
00:08:13,00:08:17,"So actually, if you measure the tallest tree from the bottom of the roots, which I think"
00:08:17,00:08:18,"you should, yes."
00:08:18,00:08:21,And the fig is the biggest.
00:08:21,00:08:24,It's not as simple as measuring from the tip to where it means the name.
00:08:24,00:08:25,Yeah.
00:08:25,00:08:26,You've got to take the roots and trigger.
00:08:26,00:08:27,The roots are stunning.
00:08:27,00:08:28,Yeah.
00:08:28,00:08:35,It's much bigger than anyone else's roots as long as your feet are six foot one.
00:08:35,00:08:42,If you include all of it.
00:08:42,00:08:43,So yeah.
00:08:43,00:08:44,Great.
00:08:44,00:08:45,Great fact.
00:08:45,00:08:46,Hyperion could be a bit taller.
00:08:46,00:08:47,I don't know if we've said this on this.
00:08:47,00:08:48,Have we discussed this on the show?
00:08:48,00:08:51,The tallest individual redwood tree.
00:08:51,00:08:52,Yeah.
00:08:52,00:08:55,There was a family of woodpeckers who lived at the top and they kept packing at the top of
00:08:55,00:08:56,it so he couldn't get any taller.
00:08:56,00:08:57,Right.
00:08:57,00:08:59,I've been a few inches taller as well.
00:08:59,00:09:00,That's very funny.
00:09:00,00:09:03,What's the tallest tree you guys have been up?
00:09:03,00:09:04,Been up.
00:09:04,00:09:05,Yeah.
00:09:05,00:09:07,"Well, I've been to like some tree houses."
00:09:07,00:09:08,Yeah.
00:09:08,00:09:09,Was that the kind of...
00:09:09,00:09:11,Because I remember you said that you went to a lookout tree once.
00:09:11,00:09:12,"In Australia, yeah."
00:09:12,00:09:14,There's a whole bit of ours.
00:09:14,00:09:15,And I can't remember what it's called now.
00:09:15,00:09:18,I feel like it was called like Valley of the Kings or something like that.
00:09:18,00:09:19,I thought that might have been Egypt.
00:09:19,00:09:20,A lot of people remember.
00:09:20,00:09:21,Yeah.
00:09:21,00:09:23,Was it Valley of the Docks?
00:09:23,00:09:29,"I am Dorcas, queen of the Docks."
00:09:29,00:09:30,Yeah.
00:09:30,00:09:31,Yeah.
00:09:31,00:09:32,It was a...
00:09:32,00:09:35,We had to climb pegs around so it sort of went around like a spiral staircase.
00:09:35,00:09:36,Wow.
00:09:36,00:09:37,And you get to the tots.
00:09:37,00:09:38,Yeah.
00:09:38,00:09:39,I remember you told us because we did this when...
00:09:39,00:09:40,Who is the guy?
00:09:40,00:09:41,Oh my god.
00:09:41,00:09:42,William Burrows was it?
00:09:42,00:09:43,Who works as a lookout?
00:09:43,00:09:44,Did he?
00:09:44,00:09:45,Or one of those beat generation works.
00:09:45,00:09:46,Like Jack Kerawak.
00:09:46,00:09:47,It wasn't me.
00:09:47,00:09:48,"It was Kerawak, it was Kerawak."
00:09:48,00:09:49,Right.
00:09:49,00:09:50,"But yeah, we discussed it."
00:09:50,00:09:52,"And you said that when you went up, someone was coming down or something?"
00:09:52,00:09:57,There was a little hug at the top and there was a woman sort of crouched and too afraid to move.
00:09:57,00:09:58,And I get it.
00:09:58,00:10:02,"I think if I was an adult, as a kid you have less fear I feel with that kind of stuff."
00:10:02,00:10:03,She could still be there.
00:10:03,00:10:05,I have no idea because we just went back down.
00:10:05,00:10:06,Because what am I going to do?
00:10:06,00:10:10,Last time I properly did some tree climbing was Andy's wedding.
00:10:10,00:10:11,Yeah.
00:10:11,00:10:12,I was climbing up the trees.
00:10:12,00:10:13,That's right.
00:10:13,00:10:16,It was in a beautiful building with lots of rounds.
00:10:16,00:10:19,It was a bit distracting as they were doing their vows in the distance.
00:10:19,00:10:20,That was just man.
00:10:20,00:10:21,That was okay.
00:10:21,00:10:22,That was mine.
00:10:22,00:10:24,Swinging through the tree.
00:10:24,00:10:26,Someone had to look out for wildfires.
00:10:26,00:10:29,I do wish you hadn't been shouting.
00:10:29,00:10:30,Oh.
00:10:30,00:10:31,Oh.
00:10:31,00:10:32,Oh.
00:10:32,00:10:33,"Oh, dear."
00:10:33,00:10:38,Have you seen the ropes on this one?
00:10:38,00:10:42,"You're absolutely right, James."
00:10:42,00:10:43,It was Kerawak.
00:10:43,00:10:44,I forgot.
00:10:44,00:10:45,I'm infamous.
00:10:45,00:10:46,It was Dan who said that.
00:10:46,00:10:47,And I just agreed with him.
00:10:47,00:10:48,I just headed in a beautiful assist.
00:10:48,00:10:49,"Well done, James."
00:10:49,00:10:50,We're agreeing with Dan.
00:10:50,00:10:51,Yeah.
00:10:51,00:10:52,All right.
00:10:52,00:10:53,Here's another one.
00:10:53,00:10:54,Let's go.
00:10:54,00:10:55,Another.
00:10:55,00:10:59,"This is from Dennis Walker, who says I was like facts about things being in unexpected time frames."
00:10:59,00:11:04,So the classic thing of the Incas were around while Oxford University was around.
00:11:04,00:11:08,The idea of the woolly mammoths would have been walking while the pharaohs were still the same
00:11:08,00:11:09,the Australian pharaohs.
00:11:09,00:11:11,The Australian pharaohs.
00:11:11,00:11:12,What are they?
00:11:12,00:11:13,You were in the Valley of the Kings in Australia.
00:11:13,00:11:14,Doesn't matter.
00:11:14,00:11:17,Those ones.
00:11:17,00:11:18,Absolutely.
00:11:18,00:11:21,"It's so funny, listener."
00:11:21,00:11:25,Like we literally just had a little break for like maybe like 20 seconds.
00:11:25,00:11:26,Yeah.
00:11:26,00:11:27,Where we just started something out.
00:11:27,00:11:30,"In that time, I'd completely forgotten about that conversation."
00:11:30,00:11:31,Me too.
00:11:31,00:11:34,I pressed the button on both of the backs of your necks for three seconds.
00:11:34,00:11:36,And that just did a hard reset.
00:11:36,00:11:42,"Well, anyway, what Dennis Walker is trying to tell us is that he says my favorite one of these is that Jack the Ripper could have taken"
00:11:42,00:11:47,the London tube to Whitechapel because they cross over in time.
00:11:47,00:11:52,So the London Underground Metropolitan Railway opened in 1863.
00:11:52,00:11:56,Whitechapel became part of the East London Railway in 1876.
00:11:56,00:11:59,This was then joined to the original Metropolitan Line in 1884.
00:11:59,00:12:02,And the murder has happened in 1888.
00:12:02,00:12:03,So.
00:12:03,00:12:04,"It's a lie, is it?"
00:12:04,00:12:05,That's possible.
00:12:05,00:12:10,And it is the London Underground and the people who would have crossed over with it is pretty fascinating.
00:12:10,00:12:15,"And we know Mark Twain, enemy of the podcast, took the London Underground."
00:12:15,00:12:16,In theory.
00:12:16,00:12:18,That's so him.
00:12:18,00:12:19,"Oh, look at me."
00:12:19,00:12:22,Maybe he was Jack the Ripper.
00:12:22,00:12:30,"Yeah, if he was a time traveler because he was here in 1900 and the murders happened 12 years before."
00:12:30,00:12:31,But it's really interesting.
00:12:31,00:12:34,"If you look at who was alive, who could have potentially gone on the London Underground."
00:12:34,00:12:35,Okay.
00:12:35,00:12:40,"Like this, hit us with some well, Charles Darwin."
00:12:40,00:12:44,And Charles Darwin was coming in and out of London in the period where there was a line.
00:12:44,00:12:48,"I don't think it was as you know, tell you what survival of the fittest."
00:12:48,00:12:52,"I know that feeling, getting out the going on the escalators at Hoban."
00:12:52,00:12:53,Carry on.
00:12:53,00:12:56,"Well, like climbing up the steps that covered Garda."
00:12:56,00:12:57,That's good too.
00:12:57,00:12:58,That's good too.
00:12:58,00:13:00,We're all fed to guard the escalators.
00:13:00,00:13:02,Do you know what the jokes evolved?
00:13:02,00:13:06,It's time to go on a slow process of improvement.
00:13:06,00:13:07,You set about down.
00:13:07,00:13:08,We'll look up down between us.
00:13:08,00:13:11,"Well, if Bram Stoker would have been alive, Oscar Wilde would have been alive."
00:13:11,00:13:12,Brilliant.
00:13:12,00:13:14,Arthur Conan Doyle was alive.
00:13:14,00:13:19,And Arthur Conan Doyle was one of the people who actively had a theory of who Jack the Ripper
00:13:19,00:13:20,was.
00:13:20,00:13:24,"And actually Baker Street was one of the first to be open, wasn't it?"
00:13:24,00:13:25,That's brilliant.
00:13:25,00:13:29,So that is that is handy if you were going to be doing that.
00:13:29,00:13:34,He had a theory that it was a woman and it led to the Jill the Ripper theory.
00:13:34,00:13:35,Oh yeah.
00:13:35,00:13:40,"And quite a few famous names of the day who are not so famous now, like Madame Blavatsky,"
00:13:40,00:13:44,"who was an occultist, who was suggested as a possibility."
00:13:44,00:13:49,"Tell you what, you need to be as clever as Sherlock Holmes understanding some of that crazy tube map."
00:13:49,00:13:50,Don't you?
00:13:50,00:13:51,"Oh, it's complicated."
00:13:51,00:13:54,Back then it would have been really simple because it was basically one line.
00:13:54,00:13:55,Yep.
00:13:55,00:13:56,James.
00:13:56,00:13:58,James pulled my nuts out of the fire.
00:13:58,00:13:59,"No, no, no."
00:13:59,00:14:00,I want to hear more.
00:14:00,00:14:07,I think that's quite a good idea for some kind of show or something.
00:14:07,00:14:12,It's an underground carriage in 1890 and it's Bram Stoke Charles Darwin.
00:14:12,00:14:13,Who else do you say Conan Doyle?
00:14:13,00:14:14,Conan Doyle.
00:14:14,00:14:15,"Oscar Wilde, I guess."
00:14:15,00:14:16,Queen Victoria.
00:14:16,00:14:17,Yeah.
00:14:17,00:14:18,She's on there.
00:14:18,00:14:19,Yeah.
00:14:19,00:14:20,She wouldn't have been on there.
00:14:20,00:14:21,I guess not.
00:14:21,00:14:23,But how many of these tufts would have actually used it?
00:14:23,00:14:28,"I don't know, like the first few times they brought like really important people to go on the underground."
00:14:28,00:14:36,And I remember there was one MP who refused because he said he was like in his 70s and at that age he wanted to spend as much time over ground as possible.
00:14:36,00:14:37,Very nice.
00:14:37,00:14:38,That's nice.
00:14:38,00:14:41,I tried to see whether Darwin had actually gone on it and no one knows.
00:14:41,00:14:50,But the suggestion as you can't say he definitely didn't because it was such a novelty and such a new thing that curiosity might have got the better of anyone to just at least experience it once.
00:14:50,00:14:52,Did they have first class in those days?
00:14:52,00:14:53,They did.
00:14:53,00:14:55,"Yeah, first and they had third as well actually."
00:14:55,00:14:56,Yeah.
00:14:56,00:14:59,So that's a good pitch for if anyone wants to write that sitcom with me.
00:14:59,00:15:05,"Has anyone ever gotten back in touch with you for any of your other 200,000 sitcoms that you've mentioned on this show?"
00:15:05,00:15:08,I think the important thing is to look forward.
00:15:08,00:15:12,"Like what matters is getting one commission not having 200,000 failed ideas."
00:15:12,00:15:17,The other thing is like when you get this one commission eventually you have a lot of ideas for your second series.
00:15:17,00:15:18,Oh yeah.
00:15:18,00:15:24,"I'm going to have to move a few things around like, okay, it's not a lot of a good carriage word space, but it's probably fine."
00:15:24,00:15:25,And everyone's got to get this world record.
00:15:25,00:15:47,"All right, well listen, why don't I move us on to the final section of our little fish show, which is every week we like to award custodianship to one of the facts from our long 12-year history of fish to someone who is part of the highest tier friend of the podcast as part of club fish."
00:15:47,00:15:48,On Patreon.
00:15:48,00:15:56,"If you want to join that by the way, patreon.com/clubfish, you get a bunch of fun things and one of those things is one of our facts."
00:15:56,00:16:01,And we'll send you a digital certificate to commemorate it as well as a shout out here.
00:16:01,00:16:02,And we're going to do some now.
00:16:02,00:16:04,So why don't we start with you James?
00:16:04,00:16:21,"Okay, this fact is now under the custodianship of Chiara. Chiara, your fact is that William Martin, the father of anesthesia, first experimented on himself, but kept falling asleep before he could describe the results."
00:16:21,00:16:27,I wonder what like tiny little alterations he made going this time I won't fall asleep.
00:16:27,00:16:30,Like because it sounds like you just time I'll make it not work.
00:16:30,00:16:35,"What would you do? How could you? Yeah. Yeah, the success is a failure."
00:16:35,00:16:39,"Yeah, yeah, yeah. So it's almost the opposite of your sitcom situation."
00:16:39,00:16:42,"Okay, okay."
00:16:42,00:16:45,"Well, that's very cool. William Martin."
00:16:45,00:16:48,"Yeah, let's do another one, Andy."
00:16:48,00:16:53,"Yes, this one goes out to Githwing. It's the fact that I love this one."
00:16:53,00:17:06,"I love this one. It's the Chessington World of Adventures, which is one of Britain's great, great entertainment sites, banned animal onesies to stop the animals there from getting confused."
00:17:06,00:17:08,Interesting. Wow.
00:17:08,00:17:13,Because it's a huge theme park. They've got a zoo as well attached and lots of animals there.
00:17:13,00:17:14,Yeah.
00:17:14,00:17:17,And this was at time when we did this fact it was 2014.
00:17:17,00:17:27,And these were very big deal onesies were the raid. The Chessington World of Adventures is so old that Mary Somerville could have lived there.
00:17:27,00:17:29,Beautiful.
00:17:29,00:17:32,I've never been to it.
00:17:32,00:17:34,Me neither.
00:17:34,00:17:36,We have to do a group trip. Where is it?
00:17:36,00:17:39,It's in South. Is it in the south of London though?
00:17:39,00:17:40,"Yeah, like Southwest."
00:17:40,00:17:44,"Yeah, so it's a few stops further out from like Kingston."
00:17:44,00:17:48,"Yeah, like I would never really go in that direction. Oh, I couldn't have started."
00:17:48,00:17:49,A zoo and other stuff.
00:17:49,00:17:56,"Yeah, the zoo is a relatively minor bit of it. I mean, the most important thing is the amazing rides and the entertainment and just the all around good family day out."
00:17:56,00:17:59,It's just a great place. I went there a lot. I went there a lot of the child.
00:17:59,00:18:01,Have you ever been to Alton Towers?
00:18:01,00:18:02,I've been once.
00:18:02,00:18:03,I loved it.
00:18:03,00:18:09,It's built on an old ground where there was a massive bloodbath of a battle in like the 8th century or something.
00:18:09,00:18:11,Really? Wow.
00:18:11,00:18:14,"Well, you can hear the screams to this day, if you go there."
00:18:14,00:18:16,Yeah.
00:18:16,00:18:21,I went to Alton Towers and I went to the restaurant where your food gets a roller coaster to you.
00:18:21,00:18:22,Have you done that?
00:18:22,00:18:24,"No, I was sushi."
00:18:24,00:18:27,It's more of a lazy river.
00:18:27,00:18:30,"No, there's an amazing restaurant there. Have you been done?"
00:18:30,00:18:35,"Oh, my God. It's right, you go there and you order it's a poker and a cheaps normally."
00:18:35,00:18:37,And you look up and there's this.
00:18:37,00:18:41,The kitchens are up there right up in the ceiling and it comes out.
00:18:41,00:18:45,The food comes out and it then there's this crazy array of rails.
00:18:45,00:18:46,Wow.
00:18:46,00:18:49,And your food tray goes on a roller coaster and it loops the loop and it swells around the room
00:18:49,00:18:52,and it eventually lands down at the thing and then you go and pick it up.
00:18:52,00:18:56,Do you get to buy a picture of your food at the end when you walk out?
00:18:56,00:19:00,"And it says, don't get that one. I don't look good. I don't look nice."
00:19:00,00:19:01,It's amazing.
00:19:01,00:19:03,It's genuinely so exciting.
00:19:03,00:19:04,Okay.
00:19:04,00:19:05,Wow. Cool.
00:19:05,00:19:09,It's like a transport infrastructure of lunch. It's the perfect place to go.
00:19:09,00:19:12,You take all your business lunches there.
00:19:12,00:19:16,"Right, so this sitcom, okay."
00:19:16,00:19:21,"All right, let's move on to another one. This is now a fact for Jared Rate."
00:19:21,00:19:26,"And that is if you got into an argument in 18th century Abyssinia,"
00:19:26,00:19:29,you could resolve it by blaming everything on the camel.
00:19:29,00:19:30,The skateboarding.
00:19:30,00:19:31,"Yeah, exactly."
00:19:31,00:19:36,"And it was a way that everyone could get out with integrity intact,"
00:19:36,00:19:39,"because like both sides, no one wants to back down, but you blame the camel."
00:19:39,00:19:40,Right.
00:19:40,00:19:43,"Unfortunately, I don't think it ever ended well for the camel."
00:19:43,00:19:44,Oh.
00:19:44,00:19:46,I feel like it might have been after.
00:19:46,00:19:47,"Oh, no."
00:19:47,00:19:51,But it was just a way that make you sure that no one had the hump with you.
00:19:51,00:19:52,Very nice.
00:19:52,00:19:53,Lovely.
00:19:53,00:19:54,Lovely.
00:19:54,00:19:56,I assume we made that joke at the time.
00:19:56,00:19:59,It'd be quite fun to go back and see if we did.
00:19:59,00:20:01,"Well, episode was it."
00:20:01,00:20:03,That is episode 36.
00:20:03,00:20:04,Wow.
00:20:04,00:20:05,Yeah.
00:20:05,00:20:08,I think we'd already evolved past those kind of jokes by that side.
00:20:08,00:20:09,What?
00:20:09,00:20:14,"It's a sort of modern day, the dog farted, right?"
00:20:14,00:20:19,"Only if you and Andy go into a huge argument where there might be death,"
00:20:19,00:20:21,because you're arguing over who farted.
00:20:21,00:20:22,Yeah.
00:20:22,00:20:23,"And you're like, no, no, it was the dog."
00:20:23,00:20:25,"And Andy goes, okay, yeah, fine, it was the dog then."
00:20:25,00:20:26,Yes.
00:20:26,00:20:28,And then you kind of go your separate ways and no one gets injured.
00:20:28,00:20:30,But we have to kill the dog.
00:20:30,00:20:31,Yeah.
00:20:31,00:20:32,"Oh, boy."
00:20:32,00:20:33,Okay.
00:20:33,00:20:34,Here is another one.
00:20:34,00:20:38,This is now under the custodian ship of Laura Luthoo.
00:20:38,00:20:41,"And Laura, your fact is very simple."
00:20:41,00:20:44,The ancient Greeks played with yo-yos.
00:20:44,00:20:46,Beautiful facts.
00:20:46,00:20:49,This was one of those facts where I saw it in the picture.
00:20:49,00:20:51,So it was on pottery.
00:20:51,00:20:53,This is old ancient Greek pottery.
00:20:53,00:20:54,Crazy.
00:20:54,00:20:57,The kids laying out a yo-yo.
00:20:57,00:21:00,"And I remember going, that can't be a yo-yo surely."
00:21:00,00:21:01,And then it is.
00:21:01,00:21:03,And they had yo-yos.
00:21:03,00:21:07,"As we're talking about with facts, sort of Jack the Ripper in the London Underground."
