start_hhmmss,end_hhmmss,text
00:02:31,00:02:37,stupid. Yeah. So go out and have fun in a promiscuous sexual way because you're not going
00:02:37,00:02:40,"to marry these people, but go out and do that and then find the person you're going to"
00:02:40,00:02:45,marry. Yeah. So it was not originally sexual as well. It was just people having fun and messing
00:02:45,00:02:50,"around and stuff. And actually an interesting thing that I found is that the word haver,"
00:02:50,00:02:56,"which I've only ever heard in the song, I'm going to walk 500 miles by proclaimers. You know,"
00:02:56,00:03:02,"if I haver, then I know I'm going to haver with you or whatever it is. Okay. That the word"
00:03:02,00:03:08,"haver means oats and havering means sort of messing around, not doing anything properly."
00:03:08,00:03:13,And it's the same origin as this wild oats. Oh my god. So that means that we have a new
00:03:13,00:03:19,"sentence person to add to my list, Nigel Havers. Oh, yeah. That's a thrill. Anna, I've been updating"
00:03:19,00:03:23,"the list. Oh, have you ever told me that? It's been a long time. Anna, there's a new list."
00:03:23,00:03:29,Don't worry. We'll get onto the new list. I'm okay. I think it ended up meaning something
00:03:29,00:03:35,"immoral really early, though, because by the turn of the 17th century, so from the late 16th"
00:03:35,00:03:41,"century, wild oats plural weirdly was a term for a disillute and immoral man. So you'd say he's a"
00:03:41,00:03:48,"bit of a wild oats. Yeah, the earliest juices by someone called Thomas Beacon from the 16th century,"
00:03:48,00:03:53,"and he talks about certain white brains and wild oats, and he's talking about stupid people,"
00:03:53,00:04:02,"basically, or idiots. And he also coined the terms bucketful, epicurism, omni-sufficient,"
00:04:02,00:04:09,"17th flea, unbearded, and worsist. Honestly, I think bucketful is the big hit of the"
00:04:09,00:04:14,me of that list. I just love worsist. I think worsist is definitely the worsist of some of
00:04:14,00:04:22,"them. So there are four kinds of wild oats, right? Yeah. They're all Avena-Sumpting, Avena-Sativer,"
00:04:22,00:04:28,"Avena-By-Zentine, Avena-Strigos, those last two, mostly just to feed animals. But there's"
00:04:28,00:04:35,"a fourth kind. Avena-A-Bisinnica, which I read is only partly domesticated. Oh, it's a bit"
00:04:35,00:04:39,"disobedient. I don't really know what it means, but I just like it so much. Of course, according"
00:04:39,00:04:44,"to some people, they are still only animal feed, or according to Samuel Johnson, three hundred"
00:04:44,00:04:50,"years ago, who famously said he described the Oat, the normal Oat, as a grain which in England"
00:04:50,00:04:54,"is generally given to horses, but in Scotland appears to support the people."
00:04:54,00:05:01,"That's not one of his good ones. Well, I think it is one of his most famous ones, isn't it?"
00:05:01,00:05:06,"And he later wrote to Boswell his friend, he wrote, ""I meant to vex them about that particular"
00:05:06,00:05:11,"thing."" He did it on purpose to mine the Scots Up. Yeah, yeah, yeah. So annoying."
00:05:11,00:05:15,"They were a big Scottish thing, weren't they? They thrived in the Scottish climate and"
00:05:15,00:05:20,"all of that. And they were grown in huge quantities. Brought over by the Romans, right? So they"
00:05:20,00:05:25,"weren't there until the Romans got there. And then the climate was just so perfect, because"
00:05:25,00:05:30,"it was wet sunny, it was a long day short. It just perfectly suited it. And yeah, that sort"
00:05:30,00:05:35,of became the thing of what Scottish people were brought up on. And saved Britain during
00:05:35,00:05:40,"the war to a certain extent. Second World War. Obviously, a big deal of cutting off food supplies"
00:05:40,00:05:44,"and cutting off Atlantic food, convoys, and things like that. And oats became a really"
00:05:44,00:05:50,big deal. They were substituted a lot of the wheat that you then couldn't get back
00:05:50,00:05:55,there. White bread was illegal. Was it? Yeah. Did you have sweet oat bread? Because that's
00:05:55,00:06:00,"quite different to wheat bread, isn't it? I can't remember what the oats were used for."
00:06:00,00:06:04,"There was, I think, called the national loaf, which was just very, I think very, very good"
00:06:04,00:06:09,"for you bread, but obviously not very delicious. Although it sounds like a sort of reform party"
00:06:09,00:06:15,"good. It's a reform party merchandise. There's a loaf. There's bros, which is kind of"
00:06:15,00:06:21,porridge that you don't cook. It's just cold water and oat meal together. We should start
00:06:21,00:06:28,like a bros podcast. We should start like a bros podcast. It's a porridge. It's a lot of
00:06:28,00:06:36,"jock-seated porridge. Such bad timing, Anna. No, really sad not to be involved in that, but"
00:06:36,00:06:42,"wouldn't make sense for that. Oats had a renaissance since the '90s, hasn't it? It sort of appears"
00:06:42,00:06:46,"everywhere in different things. Now oat milk, particularly. That was invented in the '90s."
00:06:46,00:06:52,"I thought we had that for a very long time. Ricard Ost, O-S-T-E, which is almost an anagram"
00:06:52,00:06:58,"of oats. He's a Swedish scientist and, as well as inventing it, he is a professor at"
00:06:58,00:07:04,"Lund University, where we will be going very soon to be doing our live shows. Is he still"
00:07:04,00:07:09,"trading? He's still there, so we could meet him, but he only spends 20% of his time there"
00:07:09,00:07:15,"at the university, so hopefully we will. Hopefully we will. He's still one day a week. I think"
00:07:15,00:07:24,"is what you mean. He's official biography says he only spends 20% of his time. No, because"
00:07:24,00:07:32,there's seven days in a week. I suppose one point four. Hopefully we're there on the
00:07:32,00:07:36,one point four a day. We'll see. That's brilliant. I didn't actually know how they made
00:07:36,00:07:38,oat milk. It's just because I've never thought about it. We always have something in the
00:07:38,00:07:43,"box, but I thought it was just just dry. I suppose there is moisture in there. If you zoom"
00:07:43,00:07:48,"in, there's those tiny udders hanging off each grain, but they mix it with water. Of course,"
00:07:48,00:07:53,"they do. They make it into a kind of suspension. So they make it into, what, porridge, right?"
00:07:53,00:07:59,"Watery porridge, and then they take out the oats. That's how they do it. It sounds gross"
00:07:59,00:08:03,"when you say it like that. I bet it wouldn't work if I did it, but I quite like it. Yeah,"
00:08:03,00:08:08,it's really good. I looked up cereal bars. I got a bit distracted. Just on when things
00:08:08,00:08:12,"were invented, Danny was surprised that oat milk was a 90s invention. The first cereal"
00:08:12,00:08:24,"bar, any guesses? OK. 20,000 BC. OK. Laser, laser. I found some in a cave in South Africa."
00:08:24,00:08:31,"I found the rapper. So I will say, I don't know if it's surprising enough to justify a quiz."
00:08:31,00:08:34,"I think it'd be more surprising if it was very late, because cereal bar could just be you"
00:08:34,00:08:39,"dropped some honey on two bits of grain, isn't it? I mean, is it, is it the 80s, Andy? It's"
00:08:39,00:08:47,"1981. That's actually amazing. That is surprising. It is late, isn't it? Yeah. It is later than"
00:08:47,00:08:51,"I thought. That's late. I'm astonished. It was called cereal crunchy. And that means, of"
00:08:51,00:08:58,"course, that David Niven or Muddy Waters could both have enjoyed a cereal bar. Oh, my God."
00:08:58,00:09:05,"There's too much to catch Anna up. It's actually the very new bit, in fact, a two-week-old"
00:09:05,00:09:10,baby would be old enough to remember when and the invented this new bit. OK. Speaking of
00:09:10,00:09:17,"cereal, they used to be called cheerioats, but Quakeroats owned the idea of having goats"
00:09:17,00:09:22,"in cereal, so they had to remove the tea and call themselves cheerioats instead. Oh, wow,"
00:09:22,00:09:27,"really? Is that why ready-break? Which I've never understood what that is, but it doesn't"
00:09:27,00:09:31,"have oats in it in the title. Oh, yeah. Even that's probably that's also porridge. Is it oats?"
00:09:31,00:09:37,"Yeah, it's porridge, right, Brad? It's the Quakeroats. Trademarked oats as a seed stuff."
00:09:37,00:09:43,"Largely speaking, they have. Now, I think probably if your fingers made out of oats,"
00:09:43,00:09:47,"then it would be hard to argue that you can't call it oats, but obviously in one or two cases,"
00:09:47,00:09:54,"they have pushed it. Like Scott's porridge oats, my preferred brand. It's just called oats,"
00:09:54,00:09:59,"that's a lot. It could be like that's in the UK, for instance, whereas cheerioats would have been in"
00:09:59,00:10:04,America where of course Quakeroats began. And also not made by Quakers. Not even blooming Quakers.
00:10:04,00:10:09,"Can't believe that. I think the Quakers need to sue them. They just made up the name Quaker,"
00:10:09,00:10:15,because it sounds really on-ironically honest and full of integrity. They didn't make up for that.
00:10:15,00:10:20,"Sorry, they didn't invent the wrong Quaker. Apparently one of them read a cycle pedeer"
00:10:20,00:10:24,"article on Quakers and thought, oh, they sound great. I'm going to call my cereal after them."
00:10:24,00:10:28,"You wouldn't do it these days, I think. No. Just pick a religion and..."
00:10:28,00:10:37,Scientologist Flakes. There was a company called Early Bird who got sued because they named one of
00:10:37,00:10:44,"their products Hall in Oats, H-A-U-L-I-N. And they got sued by Hall and Oats, the band."
00:10:44,00:10:49,Daryl Hall. Yeah. I think that's fair enough because they've obviously taken their name.
00:10:49,00:10:56,Yeah. Rolled Oats. Yeah. Steel Cut Oats. Any prefs? If I was to see them both on the shelf.
00:10:56,00:11:01,Yeah. And I wanted to get some very special Oats because Andy's coming round to stay over.
00:11:01,00:11:04,Yeah. And I know that he loves his Oats and I want to get him something special.
00:11:04,00:11:10,I would go for the rolled Oats because I feel like it's more done by a caveman with a big stone
00:11:10,00:11:15,"and rolled it over to make it worse. Yeah. Well actually, steel cut are the least processed."
00:11:15,00:11:20,"They've just been sliced around a bit. The rolled ones have been steamed a bit, I think,"
00:11:20,00:11:25,"and rolled into a flake. So if you want to go with classic, the hardest possible one to cook,"
00:11:25,00:11:32,"you want steel cut Oats, which is what I use. Oats are very good for one medical condition,"
00:11:32,00:11:38,"and you have to get into a big bath full of Oats to cure it. Oh, I know because we had it recently."
00:11:38,00:11:45,"Chicken pox. Oh, no. Oh, well, there are two conditions. They can be killed by Oats. I was talking about"
00:11:45,00:11:49,sunburn. Really. You must be the same kind of soothing skin thing. Apparently you make a nice cool
00:11:49,00:11:55,bath. Yeah. Dropper load of Oats in it. And then you get in. So you basically are the porridge.
00:11:55,00:12:00,Interesting. It's pretty good. You're unlike the little blob of jam. You're the blob of jam.
00:12:00,00:12:06,"For sure. That's it. You're not the Oats. Yeah. That's really interesting. Do you know that in Scotland,"
00:12:06,00:12:12,"they would make oatmeal paltices for minor boils. So what we would do is you would get that oatmeal,"
00:12:12,00:12:16,"and you would put some butter in it, and you would boil it up, and then you would cool it,"
00:12:16,00:12:21,"and then you would put it against your boils. And if the boils were really difficult,"
00:12:21,00:12:27,"then you would use urine instead of butter. Oh, no, I think it's fine. I think actually it's not"
00:12:27,00:12:31,"that bad, Doctor. I think it's fine. I think I'll have the oats, please. There are also good"
00:12:31,00:12:37,"apparently for curing your own warts. And what you had to do was take 81 stems of oats,"
00:12:37,00:12:44,"bind them into nine bundles of nine, and hide them under a stone. And as the stems rotted,"
00:12:44,00:12:48,your warts would disappear. Did people just have a lot more warts and boils?
00:12:48,00:12:55,"Yeah, because we hadn't cured them all by doing this oats thing. Yeah. I just feel like there"
00:12:55,00:13:00,"are many more boil cures that are older than. Yeah, you're right. Yeah. Do we have,"
00:13:00,00:13:05,"has anyone here ever had a boil? Yeah. Oh, really? I think I had one on tour with all of us on the"
00:13:05,00:13:10,top of my butt. Remember? Was that the one that you came around to my room and pod oats into my back?
00:13:10,00:13:19,"Yeah, I've had warts on my feet. Yeah, same as a kid. Yeah, you get warts, don't you?"
00:13:19,00:13:24,"Yeah. Not sure I've ever had a wart. Really? Yeah. Okay, podcasted queue either. Come if you want to"
00:13:24,00:13:38,"give any warts. Okay, it is time for fact number two, and that is James. Okay, my fact this week is"
00:13:38,00:13:45,"that the world's first electric internet connected SUV car, which was designed to help you easily"
00:13:45,00:13:53,"locate parking spots and petrol stations was Chinese and called the wrong way. Very, very beautiful."
00:13:53,00:13:59,Beautiful. So I've just been to China and I got a car to pick us up from the airport and it was on
00:13:59,00:14:05,"an app. And when we arrived there, I looked at the app and it said to look out for wrong way."
00:14:05,00:14:11,And I thought it was like a joke name that the driver had given himself or something. So I googled
00:14:11,00:14:18,"it and it turns out that Rover, the car manufacturer, I think went bust in the UK and then a Chinese"
00:14:18,00:14:24,"company bought the technology, but not the name. And they made a new name that was kind of a"
00:14:24,00:14:31,"transliterated version of Rover. It's a railway, but if you pronounce it in opinion, then you say it"
00:14:31,00:14:36,"wrong way. It sounds almost exactly the same as wrong way in English. Wrong way. Yeah, that's brilliant."
00:14:36,00:14:42,"So just further context on the name thing, my Chinese name, which I grew up with in Hong Kong,"
00:14:42,00:14:49,"is Shia Bo. Shia Bo is Shriver. Shia, and Bo. But it doesn't really work because it's Uncle Egg."
00:14:49,00:14:54,"When you put those two words together, you, yeah, my Chinese name is Uncle Egg. That's kind of cute."
00:14:54,00:14:58,Wow. Yeah. So that was always just caused a barrier head. You should save your head.
00:14:58,00:15:05,"I think you could definitely pull off an uncle egg. Yeah. And you'll be, because eggs aren't hairy"
00:15:05,00:15:08,"on the bottom, aren't they? It could be like an egg coming out of the chicken. Oh, I could be"
00:15:08,00:15:15,emerging. Yeah. That is nice. Stick a little feather on your face and some bad poo on the other side.
00:15:15,00:15:21,"And what's really useful about pinion is you would use the alphabet that we use in English,"
00:15:21,00:15:26,"but Mandarin has four tones as well. And so if you say a word often, if you just had P-I-N-G,"
00:15:26,00:15:32,"Ping, you wouldn't know if it's Ping, Ping, Ping. So that's what it gives you on top of each word."
00:15:32,00:15:37,It gives you the guidance of the the arrow as it were. I think what's interesting with that is
00:15:37,00:15:42,"like, because Chinese is like non-alphabetic, they're always approximate, I think. Yeah. That's"
00:15:42,00:15:48,"bad. So that's why you get sort of like a word which is Uncle Egg, but actually you can translate"
00:15:48,00:15:53,"those two syllables to something which doesn't say Uncle Egg, it might say. Disgusting pervert."
00:15:53,00:16:03,"It's going to say excellent podcast, but yeah, well, there are four tones. That's why satire in China"
00:16:03,00:16:09,is actually really good and really subtle because you are able to make fun of political characters via
00:16:09,00:16:13,the use of pinion and Chinese characters because of the multiple meanings. And when they're going
00:16:13,00:16:17,"to arrest you, do they get to say, I don't like your tone, young man. Yeah, that's good."
00:16:17,00:16:21,"Can I check your fact, James? Yeah. You said this was the world's first electric internet"
00:16:21,00:16:25,"connected, that's a big car. According to their website. So why are you using it to locate"
00:16:25,00:16:34,"petrol stations? Ah, well. Where do you wash your car? Good point. I pay the local kids."
00:16:34,00:16:41,That's a good point actually. I do go to petrol stations to buy food. Flowers for your wife?
00:16:41,00:16:48,"Flowers for your wife. It's all the best stuff there, isn't it? Screamosh. Ginstus pasties."
00:16:48,00:16:53,"I also go there to wash my car and often there are charging points in petrol stations,"
00:16:53,00:16:57,but that's a very good point. It was just me being flippant really. I'm really angry. I think we
00:16:57,00:17:01,shouldn't be calling them petrol stations. You should call them wife flower stations or something.
00:17:01,00:17:07,We can't let petrol keep having dominoes like that. It might be an interesting reason that
00:17:07,00:17:12,"something that is going on in China with electric cars, which is replaceable batteries, as opposed"
00:17:12,00:17:17,to charging your existing battery. So you just drive over the marks and then the machine does the
00:17:17,00:17:21,"rest. And it's like, it's especially useful for big heavy trucks. We're obviously putting in"
00:17:21,00:17:26,"load of electricity even at very fast rates would take a while, but a battery swap three minutes."
00:17:26,00:17:31,That's how the first electric cars were. Someone would come take out your battery and put a new one
00:17:31,00:17:35,it. And the reason was it was kind of based on old stage coaches and stuff where you would take
00:17:35,00:17:39,your horses and you would swap your horses over. It's always just the obvious thing to do.
00:17:39,00:17:45,Whereas now we plug the horses in. But also like they're going to get rid of a mobile phone
00:17:45,00:17:50,"integrated batteries, aren't they? That was in the news last week. In the EU at least I think they're"
00:17:50,00:17:55,"going to make it so whenever you buy a new phone, the battery has to be replaceable. You don't just have"
00:17:55,00:17:59,to get rid of it as soon as the battery goes. That's quite good. That's much better. Yeah.
00:17:59,00:18:05,"They are the world leaders aren't they in electric cars now, China. 65% of electric cars are sold"
00:18:05,00:18:10,by China because partly because they had massive subsidies. So they have ended up with these electric
00:18:10,00:18:17,car graveyards because electric car tech has come on so fast. So in the early 2010s I think there was
00:18:17,00:18:22,huge investment in the subsidies. Hundreds of companies start making them and then the year later
00:18:22,00:18:26,everyone says well I don't want an electric car that can only drive 20 miles because there's a new one
00:18:26,00:18:32,that can drive 50 and so there are these giant car parks with thousands of cars in them. Wow. So they
00:18:32,00:18:41,made last year 31 million cars in China. How many do you think Britain made? I'll say 1 million. I'm
00:18:41,00:18:49,"back in Britain. Yeah. Well, you slightly overestimated it. 700,000. And Mexico, Indonesia,"
00:18:49,00:18:56,"and Turkey made more than last year as well as the Czech Republic and the big hitters like Germany,"
00:18:56,00:19:03,"India and Japan. But China's journey to this is so recent, isn't it? It's fascinating. It's"
00:19:03,00:19:08,not entirely because of but a hugely influential person behind it was a guy called Wang Gang. So he's
00:19:09,00:19:16,China's Minister of Science and Tech and he got that job in 2007. But he had been a teenager in the
00:19:16,00:19:22,cultural revolution. Really horrible time for all concerned. Went through that. And then after it
00:19:22,00:19:29,"ended after Mao died, he went to university, studied internal combustion engines, worked at Audi,"
00:19:29,00:19:33,"and China bought a load of Audi's for you know, if you get a top government job, you get a really"
00:19:33,00:19:38,nice government car which would have been a Western car like an Audi at the time. And he noticed
00:19:38,00:19:43,"every time we went home, wow, we're using more and more oil in China. And oh yeah, the pollution's"
00:19:43,00:19:48,getting worse and worse. I wonder if there's anything we could do to change that. And just pitched it
00:19:48,00:19:55,to the then Minister. And then last year they sold about 8 million electric cars plus 5 million
00:19:55,00:20:01,hybrids. Like it's they've just completely overtaken the rest of the world. China is also world leader
00:20:01,00:20:12,"in car carriers or Roros. That's for a boat, isn't it? Roros your boat. Roros stands for roll on roll off."
00:20:12,00:20:19,And they are car-carrying boats. So they are more convenient than Lolo's which are lift-on-lift-offs
00:20:19,00:20:24,"for boats carrying any kind of cargo that doesn't have wheels. Because you drive cars on and off them,"
00:20:24,00:20:31,"you get roll-roll ferries, isn't it? Yes, exactly. Yeah. And China's about to build the world's biggest"
00:20:31,00:20:39,"one which is going to carry any guesses on how many cars? Oh, a lot. 10,000. That's a good guess actually."
00:20:39,00:20:47,"12,800. You're kidding. Pretty good, right? Can I ask one more question just on this. China is just"
00:20:47,00:20:54,built a new snooker building where you can go and play snooker. How many snooker tables do you
00:20:54,00:20:58,"reckon there are in this building? No, I heard this on TV this week. Because China is the other"
00:20:58,00:21:03,"center of worlds snooker apart from Sheffield, right? It's like a Sheffield and China. I'm going to go"
00:21:03,00:21:12,"big as an opening. I'm going to say a hundred thousand. Okay. One for every 50,000 checkers boards"
00:21:12,00:21:19,that's currently in existence. I'm going to bring it back to reality and say a thousand
00:21:20,00:21:26,"is exactly the right answer. It's over nice. Oh, yes. One thousand snooker tables in the same room."
00:21:26,00:21:31,"It doesn't sound as much now that I dropped my bomb on that. It's your guess, sorry."
00:21:31,00:21:40,"Well, it's just because 12,800 is far more than I thought could fit into. I left a 20p on one of"
00:21:40,00:21:48,these tables to show I was at that place. Can I finish that? Are you finishing that? I'm finished on
00:21:48,00:21:54,"row rows. But also the stever doors, which is cool because you rarely get to use that word, stever doors"
00:21:54,00:21:59,being people who pack and unpack ships. Dozens will work on their ship at once. They have a huge
00:21:59,00:22:04,"car park full of the cars that need to get on the ship. Let's say 40 stever doors jump in 40 cars,"
00:22:04,00:22:09,"zoom really, really fast because they've got to get 13,000 cars on their ship. Drive up the ramp one"
00:22:09,00:22:13,"after the other, pin them down and then they'll jump on a minibus, get back there and then speed the"
00:22:13,00:22:18,"other cars up. It's so cool. That's really cool. That's way, but I recently got the ferry from Dover to"
00:22:18,00:22:24,Calais and it was a very different experience. There were no stever doors as far as I could see. When we
00:22:24,00:22:28,"came back into Dover, we got stuck for an hour because I had to reverse out and say sorry the ship's"
00:22:28,00:22:35,not long enough to reach the port. They do this trip every day. It's not long at all. We had to
00:22:35,00:22:40,re-park it in a different parking spot. That's amazing. The whole scale of this stuff in China is just
00:22:40,00:22:46,"nuts, isn't it? We have just had the Beijing Motor Show, which has pretty much overtaken any other"
00:22:46,00:22:51,motor show in the world. Do you know it used to be Detroit or whatever. It's now Beijing. In one of
00:22:51,00:22:57,"the halls of the Beijing Motor Show recently, one of the halls had more electric cars like models"
00:22:57,00:23:03,than a for sale in the whole USA. There were 17 halls at the Beijing Motor Show. Everything's
00:23:03,00:23:08,"just huge in China. In China, this was my memory of it. Apparently it's still the case. Seat belts are"
00:23:08,00:23:12,"really hated by Chinese drivers and they often don't do it, but they get a lot of trouble if they get"
00:23:12,00:23:17,pulled over by the police. One way around it was this company started releasing T-shirts that were
00:23:17,00:23:24,white T-shirts with a seat belt pass in over the shirts. That became a massive craze and police had
00:23:24,00:23:29,to pull over more people than usual to see if it was the shirt or an actual seat belt. The problem
00:23:29,00:23:34,"is that most cars these days have the noise that goes off the alarm if you've not got your seat belt on,"
00:23:34,00:23:40,so there was a big craze of sort of bling-a-fied seat belt buckles without the strap on it that you
00:23:40,00:23:45,"put in to confuse the car into thinking that the seat belt was in, but you would get like Pokemon"
00:23:45,00:23:51,versions or you would get Snoopy or Winnie the Pooh. That is a night when you have a bag and you put
00:23:51,00:23:58,"it on the passenger seat and then your car for the next five hours says. You're a baby, same thing."
00:23:58,00:24:05,"Takes to just do the seat belt up behind you, problem solved. My grandma that used to just hold it"
00:24:05,00:24:11,"across her, she wouldn't plug it in, she would just pull it out and then hold it across her."
00:24:11,00:24:14,"Because she was a generation that were against it on principle, right? Well there was like"
00:24:14,00:24:19,a theory wasn't there like if you're in a crash you don't want to wear a seat belt because you want
00:24:19,00:24:24,to be flung away from the wreckage. The car was just crashing with his far away from it as possible.
00:24:26,00:24:33,"In 1907 there was a peeking to Paris race which was a big deal for cars in China at the time,"
00:24:33,00:24:37,but the Chinese suspected that all the races were spies because they were mostly Europeans who had
00:24:37,00:24:44,"come over and some of these cars they had like the mudguards on the car, they were especially arranged"
00:24:44,00:24:49,so you could take them off and you could use them as planks whenever you needed to drive over a swamp.
00:24:49,00:24:56,Oh cool and in Kazan in Russia because it had to go through Russia to use fledin terror when they
00:24:56,00:25:01,"saw the car because they'd never seen one before and initially Novgorod, one of the cars bright in"
00:25:01,00:25:07,the horse and the locals started throwing stones at the drivers because they were like you come
00:25:07,00:25:13,over here frightening our horses. The winner was a guy called Prince Scipione Borghazy and he was so
00:25:13,00:25:20,far ahead of all the other cars he was 17 days ahead at one point that he attended four days for
00:25:20,00:25:29,celebration in Moscow halfway through the race and still won by a week. The first sort of car was in
00:25:29,00:25:38,China. Oh yeah. Yeah made in China. 1680s car number one. No hang on come on car number one 1680s car
00:25:38,00:25:44,number two 1890s or something but yeah Connor this was made by a Flemish Jesuit missionary so it was
00:25:44,00:25:50,a nice merging of Eastern West back then a guy called Ferdinand Verbiost. It was Ching dynasty and he
00:25:50,00:25:55,invented a car which was steam powered with coal powering it which is pretty amazing. We didn't
00:25:55,00:26:00,1680. Correct. Didn't even really have steam powered stuff then. Who would have been and he
00:26:00,00:26:08,alive to experience this? Oh what a good question. Well not Oliver or Richard Kromel sadly of
00:26:08,00:26:16,course. This Verbiost guy did he drive run travel. I see what you're doing because of the name. Yeah he
00:26:16,00:26:24,was the Verbiost guy. Yeah very good. The only problem with. That's not the worstest joke you're
00:26:24,00:26:34,he it was 65 centimetres long and it was actually a toy for the Emperor. But it still works you
00:26:34,00:26:37,can say and you can squeeze into that if you're desperate you can squeeze into a 65 centimetre.
00:26:37,00:26:44,How fast would it? It was just a run around and he's got the parking. It didn't say how fast it
00:26:44,00:26:49,went but it could go for an hour before it needed more coal. And he's interesting because he's the
00:26:49,00:26:54,only Westerner ever to have received an honorary name after death in China. So if you've done something
00:26:54,00:26:57,impressive in China the Emperor would give you a name after you died. Oh wow. And the Emperor
00:26:57,00:27:04,really liked him because he did other cool stuff and so he was called Chinmin which means diligent
00:27:04,00:27:09,"and clever. Very nice. Can I tell you one of my other Chinese electric car heroes? Yeah, Wang"
00:27:09,00:27:15,Tranfu. So he's the head of BYD. Oh and they're the biggies. They're massive. There's one other but
00:27:15,00:27:19,they're yeah. They again they used to make batteries from mobile phones and then they got via that
00:27:19,00:27:24,into bigger batteries and then thought you know what cars. He once showed investors he was at a
00:27:24,00:27:29,meeting with you know Warren Buffett. Yeah. So is it Berkshire Hathaway? His huge investment firm.
00:27:30,00:27:37,BYD in their very early days were trying to get investment from Warren Buffett. And as an investor
00:27:37,00:27:45,"meeting, Wang Tranfu once showed investors how clean and safe his batteries were by drinking"
00:27:45,00:27:50,"from a glass of battery fluid in front of him. Wow. He said, look the stuff is great. Wait,"
00:27:50,00:27:55,"for that. I don't need it to be drinkable. I know. I know. Yes, it's exactly what point he was"
00:27:55,00:28:01,making actually. Is it not highly acidic? That's really fluid. I guess his stuff was not. Right.
00:28:01,00:28:05,"He didn't drop down dead as part of the PR stuff. Oh, sorry, I forgot to say he dropped down dead as part of"
00:28:05,00:28:09,"but he got the deal. Yeah, very impressive."
00:28:09,00:28:20,"Okay, it is time for fact number three and that is my fact. My fact this week is that the reason"
00:28:20,00:28:26,a World War II bomb whistled as it fell from the sky is because it had a big whistle on it.
00:28:26,00:28:31,Is this a specific bomb we're talking about or is it all the bomb? It wouldn't have been
00:28:31,00:28:37,every single bomb. Absolutely. That's right. But these were German bombs and the idea was it was
00:28:37,00:28:43,"an intimidation tactic like the Blitz ones. Yeah, yeah. It would have been in those because a lot of"
00:28:43,00:28:48,the memories of people during the Blitz talk about the whistling sound of the bomb as it came down.
00:28:49,00:28:55,And the Germans decided that they wanted to use this as a tactic. So they literally attached a whistle
00:28:55,00:29:01,like device to the fins of the bomb so that as it came down it created that sound. Whereas when we
00:29:01,00:29:07,now go we think oh that's just a sound of a bomb. But actually it's not a sound of a whistle.
00:29:07,00:29:11,I actually think it's a sound of something falling. Like in my head it's like Wally Kael too makes
00:29:11,00:29:16,"that sound right. Yeah, it's falling. So I just thought it was like actually I never really thought"
00:29:16,00:29:20,about it. And if I did think about it I would know it was wrong. But it kind of just thought things
00:29:20,00:29:24,that fall just go like that. But that will have come from the bottom. Sorry. Yeah. Cause the sound gets
