start_hhmmss,end_hhmmss,text
00:06:58,00:06:59,Is it safe?
00:06:59,00:07:00,"It's not safe, Michael."
00:07:00,00:07:01,There we go.
00:07:01,00:07:05,I'm not laughing.
00:07:05,00:07:11,"Most laughter, in conversation, happens, after banal comments, not funny ones."
00:07:11,00:07:12,Is this your experience?
00:07:12,00:07:13,Really?
00:07:13,00:07:14,"That's my experience, yeah."
00:07:14,00:07:16,"Well, last time I came on, I did laugh a lot."
00:07:16,00:07:17,Right.
00:07:17,00:07:25,"So, what is it out of..."
00:07:25,00:07:27,It's not to do with whether it's funny or not.
00:07:27,00:07:28,It's just kind of social grease.
00:07:28,00:07:29,Yeah.
00:07:29,00:07:33,"And also, the person talking laughs more than the people they're talking to, you're almost"
00:07:33,00:07:34,every conversation.
00:07:34,00:07:35,"Oh, yeah."
00:07:35,00:07:38,"It's by more than about half, half as much more, yeah, yeah."
00:07:38,00:07:43,"And obviously, it's different in a professional comedy scenario, I guess."
00:07:43,00:07:49,"But what's difficult is when the trickiest thing in that program is the conversations, you"
00:07:49,00:07:53,"know, when someone's on the stage doing their joke, you're, you know, you've got flumps in"
00:07:53,00:07:54,"your mouth, you're ready."
00:07:54,00:07:55,"Oh, yeah."
00:07:55,00:08:00,But it's the little conversations that are really difficult because it's surprising.
00:08:00,00:08:05,"And Bob Mortimer is lovely, and I told him that I was nervous about doing it."
00:08:05,00:08:09,"And he said, the first half an hour is the hardest, because when that buzzer goes off, you"
00:08:09,00:08:13,"get all this giddy energy, and you're almost ready to laugh, because you just told"
00:08:13,00:08:16,"you shouldn't, you're almost ready to laugh anywhere."
00:08:16,00:08:21,"So when the buzzer goes off, he came over to me to have like a neutral conversation to help"
00:08:21,00:08:22,me.
00:08:22,00:08:26,"But because you're in this prime situation, and Bob Mortimer is that, you know, a meet"
00:08:26,00:08:29,"you're away from your face, and he was going, he was just trying to be nice, but it was so"
00:08:29,00:08:30,hard.
00:08:30,00:08:31,"And he said, yeah, me."
00:08:31,00:08:33,Are you happy with your Hoover?
00:08:33,00:08:40,"And I was like, oh, my God, why is that the funniest thing I've ever heard?"
00:08:40,00:08:44,"You know, you might have had a competitive advantage in there, according to the University"
00:08:44,00:08:51,"of Buffalo, because according to the history of comedy professor there, Andrew Scots, red"
00:08:51,00:08:57,"heads are seen as funny, generally, and most of the people, don't look at the sheet red"
00:08:57,00:08:58,as well.
00:08:58,00:08:59,Yeah.
00:08:59,00:09:01,So you two would have had competitive advantage.
00:09:01,00:09:08,"This is all culturally brought on to us by circus clowns, basically, clowns always had"
00:09:08,00:09:13,"big red wigs, largely it's what they could be seen from any bit of the circus attend if"
00:09:13,00:09:14,you're sitting at the back.
00:09:14,00:09:15,"You know, it's the clowns."
00:09:15,00:09:23,"Is it also true that people with red noses and big feet are also seen as funny, yeah?"
00:09:23,00:09:24,Probably.
00:09:24,00:09:25,I don't know.
00:09:25,00:09:28,"If that's what we're saying, that the clown is, yes, it's just culture."
00:09:28,00:09:33,"Is this regionally, has this been stress tested in Scotland and Ireland, which have many more"
00:09:33,00:09:39,people with red hair?
00:09:39,00:09:43,Nothing I got from them.
00:09:43,00:09:44,That's true.
00:09:44,00:09:45,This is Buffalo.
00:09:45,00:09:46,Okay.
00:09:46,00:09:47,"So, yeah."
00:09:47,00:09:52,"Last one laughing US, you might have the advantage, that's a really good point, that's my strategy"
00:09:52,00:09:58,would have buckled immediately as I walked it with my dyed red hair.
00:09:58,00:09:59,Wow.
00:09:59,00:10:05,They've looked at laughter and then fed it into a computer to see what kind of laughter
00:10:05,00:10:06,there is.
00:10:06,00:10:09,"This is how you analyse comedy, you work out what's funny."
00:10:09,00:10:12,This is at the University of Amsterdam and they found that there's two different types
00:10:12,00:10:13,of laughter.
00:10:13,00:10:18,"So, a computer can tell the difference between tickle laughter and every other kind of"
00:10:18,00:10:22,laughter and all the other laughter if you're watching a sitcom or you're watching stand-up
00:10:22,00:10:26,"or you're with your mates or whatever, they're all the same, but tickle laughter is completely"
00:10:26,00:10:29,different and the algorithm can tell the difference.
00:10:29,00:10:30,Is it more panic?
00:10:30,00:10:40,"I guess it's more panty, baby, like panty is a funny word."
00:10:40,00:10:43,"That's interesting, because there is fear, when you're being tickled, there is fear."
00:10:43,00:10:44,"There's fear, pure fear."
00:10:44,00:10:48,"Oh, yeah, we had a tickle truce in my house between me and my other son, Wilf, tickle"
00:10:48,00:10:49,truce.
00:10:49,00:10:53,"A literal tickle truce, he can't tickle me because the pain is so great for me and I'm"
00:10:53,00:10:54,not laughing.
00:10:54,00:10:55,He's doing it wrong.
00:10:55,00:10:56,I just have to do it with.
00:10:56,00:11:00,I find it so unbelievably painful.
00:11:00,00:11:04,I actually try.
00:11:04,00:11:05,That didn't tickle me that time.
00:11:05,00:11:07,"James is tickling me by the way, everyone."
00:11:07,00:11:09,I think I got a splint.
00:11:09,00:11:10,Yeah.
00:11:10,00:11:17,"But then I can't tickle Wilf because he happened to ages ago, but I tickled him and he went,"
00:11:17,00:11:18,"""Oh, daddy!"""
00:11:18,00:11:22,"No, he went, ""You've tickled the way out of me."""
00:11:22,00:11:25,"And he purses himself every time I tickle him, so there is a tickle truce."
00:11:25,00:11:29,You once told a joke so funny that one of the children chatted themselves.
00:11:29,00:11:30,Didn't you?
00:11:30,00:11:32,"Wasn't it, was it in the bath?"
00:11:32,00:11:35,"It was in the bath, which is not a good place for it to happen."
00:11:35,00:11:37,At least it's contained.
00:11:37,00:11:41,"It's contained in the big bath, but you see, it's not until you try and grab it and then"
00:11:41,00:11:45,"it breaks until it's like a, it's like a, a cloning machine when you try and grab it."
00:11:45,00:11:46,What was the joke?
00:11:46,00:11:47,Can you remember?
00:11:47,00:11:48,"Oh, don't tell it like that."
00:11:48,00:11:49,I don't know.
00:11:49,00:11:55,I want to see you on last one laughing at just all the other kind of shit in themselves.
00:11:55,00:11:56,No!
00:11:56,00:11:58,"Amy, your laugh is quite infectious."
00:11:58,00:11:59,"Oh, thanks."
00:11:59,00:12:00,It's not.
00:12:00,00:12:01,It is in the positive way.
00:12:01,00:12:04,"If you're laughing, you could probably want to laugh, you know, because I once caught a"
00:12:04,00:12:05,bad laugh from someone.
00:12:05,00:12:06,And I had a few years.
00:12:06,00:12:07,It wasn't.
00:12:07,00:12:08,It wasn't.
00:12:08,00:12:09,No.
00:12:09,00:12:10,It wasn't.
00:12:10,00:12:11,"It's someone new to you, no, very well."
00:12:11,00:12:12,Was it Dan's son?
00:12:12,00:12:13,No.
00:12:13,00:12:18,"If shit's coming out every time it's a bad laugh, yeah."
00:12:18,00:12:19,You were sitting.
00:12:19,00:12:20,And you looked at those jacuzzi sessions.
00:12:20,00:12:23,"I mean, that was a really tricky laugh."
00:12:23,00:12:24,That's sail.
00:12:24,00:12:25,"Yeah, of course he was John Lloyd."
00:12:25,00:12:26,Okay.
00:12:26,00:12:27,Founder of QI.
00:12:27,00:12:28,Yeah.
00:12:28,00:12:30,"So he has a very distinctive laugh, which."
00:12:30,00:12:31,"Ha, ha, ha."
00:12:31,00:12:32,Yes.
00:12:32,00:12:36,"And it's, he has a bigger laugh as well for really, really funny stuff."
00:12:36,00:12:37,He's got a big laugh.
00:12:37,00:12:40,"But even when he's like, and that's him genuinely, he's genuinely laughing."
00:12:40,00:12:41,Really?
00:12:41,00:12:44,"And for about five years ones, I could only laugh like that."
00:12:44,00:12:46,And I don't know how I got it.
00:12:46,00:12:47,Hey.
00:12:47,00:12:51,Because it is like a contagious thing and it is a social thing.
00:12:51,00:12:52,Yeah.
00:12:52,00:12:55,"And it's like, a copy of people's laughs that shows respect, personally."
00:12:55,00:12:56,I respect John.
00:12:56,00:12:57,Is it exactly that?
00:12:57,00:12:58,That's probably exactly that.
00:12:58,00:13:01,So do you think people in different cultures have different laughs?
00:13:01,00:13:04,"Like would you be able to tell just from a laugh if someone was like, oh, that person's"
00:13:04,00:13:05,"Italian or, oh, that person."
00:13:05,00:13:06,That's interesting.
00:13:06,00:13:07,"Well, French."
00:13:07,00:13:08,"Ha, ha, ha."
00:13:08,00:13:09,Yeah.
00:13:09,00:13:13,"And we get a close to the end of the, so hopefully it's everyone wants to do, but that's"
00:13:13,00:13:14,crack on.
00:13:14,00:13:15,Wow.
00:13:15,00:13:16,But you know what I mean?
00:13:16,00:13:17,Do you think you would be able to tell?
00:13:17,00:13:18,Yeah.
00:13:18,00:13:19,You would.
00:13:19,00:13:20,I think you would.
00:13:20,00:13:21,"Yeah, maybe."
00:13:21,00:13:24,You definitely tell a difference between modern humans and old humans.
00:13:24,00:13:27,Because can you guess how old humans would laugh?
00:13:27,00:13:28,It was not.
00:13:28,00:13:29,"Ha, ha, ha."
00:13:29,00:13:30,Because they couldn't make those sounds.
00:13:30,00:13:31,They couldn't make those sounds.
00:13:31,00:13:32,They couldn't make those sounds.
00:13:32,00:13:35,"The humans managed to say, huh, sound quite late in our development."
00:13:35,00:13:36,Wow.
00:13:36,00:13:39,"So before that, he, he, he, that still has an accident."
00:13:39,00:13:40,"Oh, okay."
00:13:40,00:13:42,Was it like the count from Sesame Street?
00:13:42,00:13:43,Ah.
00:13:43,00:13:44,"Oh, yeah."
00:13:44,00:13:47,Here's a primitive human.
00:13:47,00:13:48,Yeah.
00:13:48,00:13:51,"Well, obviously we don't know, but it appears to have been more panty."
00:13:51,00:13:57,"And that's because like if you look at eggs today, for instance, they have more of a panting"
00:13:57,00:13:58,laugh when they.
00:13:58,00:13:59,"Oh, wow."
00:13:59,00:14:00,Totally.
00:14:00,00:14:01,"Yeah, yeah, yeah."
00:14:01,00:14:02,That was very good.
00:14:02,00:14:03,You've done that before.
00:14:03,00:14:05,We have enough.
00:14:05,00:14:06,"Oh, wait, wait, wait."
00:14:06,00:14:07,Wallpaper.
00:14:07,00:14:08,Do you want to do a wallpaper?
00:14:08,00:14:09,I've got that.
00:14:09,00:14:10,"No, it's fine."
00:14:10,00:14:11,It's just.
00:14:11,00:14:13,I've read so much about wallpaper.
00:14:13,00:14:16,I've got pages here of wallpaper stuff.
00:14:16,00:14:17,I've got a little bit of wallpaper stuff.
00:14:17,00:14:18,"Oh, yeah."
00:14:18,00:14:19,Okay.
00:14:19,00:14:20,Another wallpaper thing.
00:14:20,00:14:25,"I tried to find out what's the least funny wallpaper to add to the thing, in case I ever"
00:14:25,00:14:27,need to not laugh again.
00:14:27,00:14:33,And the least funny thing I could find about wallpaper was the Victorian wallpaper was
00:14:33,00:14:36,"often bright green, but it had arsenic in it."
00:14:36,00:14:37,Oh.
00:14:37,00:14:39,So a lot of it actually was quite fatal.
00:14:39,00:14:40,"Oh, nice."
00:14:40,00:14:41,So that's.
00:14:41,00:14:43,"Yeah, that's got to be the least funny."
00:14:43,00:14:44,That's not funny.
00:14:44,00:14:45,It's not funny.
00:14:45,00:14:51,"Unless you're driven to hysteria as part of the poisoning, which sometimes happens, right?"
00:14:51,00:14:53,That would happen with like mercury poisoning.
00:14:53,00:14:54,Yes.
00:14:54,00:14:55,Not sure about arsenic.
00:14:55,00:14:56,It's more death.
00:14:56,00:14:57,Just pure death.
00:14:57,00:14:59,Just pure death that one.
00:14:59,00:15:01,That's not fun at all.
00:15:01,00:15:03,"No, no, no, no."
00:15:03,00:15:06,I joined the.
00:15:06,00:15:11,I've joined the wallpaper history society as part of research for this fact.
00:15:11,00:15:12,Sure.
00:15:12,00:15:15,You weren't already a member.
00:15:15,00:15:17,It's a good price.
00:15:17,00:15:21,"I've pegged it to my previous membership, and it's exactly the same price as the Association"
00:15:21,00:15:25,"of Lighthouse Keepers, which I will show a member of when you meet another member of the"
00:15:25,00:15:26,wallpaper association.
00:15:26,00:15:28,"Do you say, ""How's it hanging?"""
00:15:28,00:15:29,Yeah.
00:15:29,00:15:30,Yeah.
00:15:30,00:15:31,Yeah.
00:15:31,00:15:34,Strip poker is a much more tame affair than the wallpaper society.
00:15:34,00:15:35,"No, it's good."
00:15:35,00:15:40,"You get a copy of the wallpaper history review, packed with over 100 pages of wallpaper"
00:15:40,00:15:42,and wall covering related information.
00:15:42,00:15:43,That's good.
00:15:43,00:15:49,"You get priority booking on some wallpaper history society events, and priority booking."
00:15:49,00:15:52,"How many times have we got to the front, sorry, sir?"
00:15:52,00:15:53,25 quid.
00:15:53,00:15:54,For the year?
00:15:54,00:15:55,"That's not bad, is it?"
00:15:55,00:15:56,It's not bad.
00:15:56,00:15:57,It's not bad.
00:15:57,00:15:58,You could spend it on worse.
00:15:58,00:15:59,Yeah.
00:15:59,00:16:00,I can't think of anything.
00:16:00,00:16:01,Oh.
00:16:01,00:16:02,Okay.
00:16:02,00:16:10,"It is time for fact number two, and that is"
00:16:10,00:16:11,my fact.
00:16:11,00:16:19,"My fact this week is that until 1960, American cinemagoras watched movies in no particular order."
00:16:19,00:16:20,So this is...
00:16:20,00:16:21,Light momenta.
00:16:21,00:16:22,That's not particular.
00:16:22,00:16:23,"Well, that's actually in a particular order."
00:16:23,00:16:24,"It's just backwards, isn't it?"
00:16:24,00:16:25,It's just backwards.
00:16:25,00:16:26,Any Christopher Nolan film.
00:16:26,00:16:27,Yeah.
00:16:27,00:16:28,Yeah.
00:16:28,00:16:29,This is...
00:16:29,00:16:30,"Oh, it's not going on there with time."
00:16:30,00:16:31,Yeah.
00:16:31,00:16:33,Tenets is in both particular order.
00:16:33,00:16:34,Exactly.
00:16:34,00:16:35,Exactly.
00:16:35,00:16:38,The most radical thing Christopher Nolan could do now would just be to release a film
00:16:38,00:16:41,"that starts at the beginning, gets through the middle, gets to the end."
00:16:41,00:16:44,"We've got a grudge going, but me and him and me, we don't need to get into it."
00:16:44,00:16:45,"No, I get it."
00:16:45,00:16:49,I thought Tenet was one of the only films I nearly walked out of the cinemagoras.
00:16:49,00:16:50,Really?
00:16:50,00:16:51,Yeah.
00:16:51,00:16:54,I think I got really obsessed because they just kept saying the word 'algorithm' for no reason
00:16:54,00:16:55,and being really smoke about it.
00:16:55,00:16:59,"They just had 'algorithm' so much, but it started becoming funny and I was like, 'I don't know."
00:16:59,00:17:00,I've got a leave.
00:17:00,00:17:02,I can't be laughing at the word 'algorithm'.
00:17:02,00:17:03,I've got to go.
00:17:03,00:17:04,Note to anyone.
00:17:04,00:17:06,The series three of Amy returns.
00:17:06,00:17:12,"I've got a bunch of pub marks on my marks and say, 'Hey, they watch your favourite algorithm.'"
00:17:12,00:17:13,[laughter]
00:17:13,00:17:14,What's wrong with you?
00:17:14,00:17:15,What's wrong with you?
00:17:15,00:17:16,What's wrong with you?
00:17:16,00:17:17,What's wrong with you?
00:17:17,00:17:18,"Well, paper."
00:17:18,00:17:19,"Well, paper."
00:17:19,00:17:20,"Well, paper."
00:17:20,00:17:21,"Well, paper."
00:17:21,00:17:22,"Well, paper."
00:17:22,00:17:23,"Well, paper."
00:17:23,00:17:24,"Well, paper."
00:17:24,00:17:25,"Well, paper."
00:17:25,00:17:26,"Well, paper."
00:17:26,00:17:27,"Well, paper."
00:17:27,00:17:28,"Well, paper."
00:17:28,00:17:29,"Well, paper."
00:17:29,00:17:30,"Well, paper."
00:17:30,00:17:31,"Well, paper."
00:17:31,00:17:32,"Well, paper."
00:17:32,00:17:33,"Well, paper."
00:17:33,00:17:35,"Now, this is an amazing little detail about American cinema, which is prior to 1960."
00:17:35,00:17:37,"I mean, watch the beginning of the movie."
00:17:37,00:17:38,Yeah.
00:17:38,00:17:40,And they used to know if a movie was going to be hit.
00:17:40,00:17:44,If people got to the bit they'd already seen and wanted to watch it again.
00:17:44,00:17:45,Yeah.
00:17:45,00:17:46,Because they enjoyed it so much.
00:17:46,00:17:49,"Like if you go to a, like an art gallery in the show movies."
00:17:49,00:17:50,They like that.
00:17:50,00:17:51,Yes.
00:17:51,00:17:52,Exactly.
00:17:52,00:17:53,Yeah.
00:17:53,00:17:54,"And they would have double bells, too."
00:17:54,00:17:55,They would have double bells.
00:17:55,00:17:56,They would have double bells.
00:17:56,00:17:57,They would have double bells.
00:17:57,00:17:58,They would have double bells.
00:17:58,00:17:59,They would have double bells.
00:17:59,00:18:00,They would have double bells.
00:18:00,00:18:01,They would have double bells.
00:18:01,00:18:02,They would have double bells.
00:18:02,00:18:03,They would have double bells.
00:18:03,00:18:04,They would have another whole film.
00:18:04,00:18:05,A whole lot of film.
00:18:05,00:18:06,A whole lot of film.
00:18:06,00:18:07,A whole lot of film.
00:18:07,00:18:08,A whole lot of film.
00:18:08,00:18:09,A whole lot of film.
00:18:09,00:18:10,A whole lot of film.
00:18:10,00:18:11,A whole lot of film.
00:18:11,00:18:12,And it was really frustrating for a lot of filmmakers.
00:18:12,00:18:14,"They desperately tried to say, get there at the start."
00:18:14,00:18:16,Because it has a plot that works really nicely when you see it in the order where it made it.
00:18:16,00:18:17,Yeah.
00:18:17,00:18:18,Yeah.
00:18:18,00:18:19,Exactly.
00:18:19,00:18:25,So what changed this all was in 1960 Alfred Hitchcock released Psycho.
00:18:25,00:18:27,He made it his big campaign.
00:18:27,00:18:32,You have to see Psycho at this starting time and watch it till the end.
00:18:32,00:18:33,You have to see Psycho at this end.
00:18:33,00:18:34,You have to see Psycho at this end.
00:18:34,00:18:35,You have to see Psycho at this end.
00:18:35,00:18:36,You have to see Psycho at this end.
00:18:36,00:18:37,You have to see Psycho at this end.
00:18:37,00:18:38,You have to see Psycho at this end.
00:18:38,00:18:39,You have to see Psycho at this end.
00:18:39,00:18:40,You have to see Psycho at this end.
00:18:40,00:18:41,You have to see Psycho at this end.
00:18:41,00:18:42,You have to see Psycho at this end.
00:18:42,00:18:43,You have to see Psycho at this end.
00:18:43,00:18:44,You have to see Psycho at this end.
00:18:44,00:18:45,You have to see Psycho at this end.
00:18:45,00:18:46,You have to see Psycho at this end.
00:18:46,00:18:47,You have to see Psycho at this end.
00:18:47,00:18:48,You have to see Psycho at this end.
00:18:48,00:18:49,You have to see Psycho at this end.
00:18:49,00:18:50,You have to see Psycho at this end.
00:18:50,00:19:00,You have to see Psycho at this end.
00:19:00,00:19:01,You have to see Psycho at this end.
00:19:01,00:19:02,You have to see Psycho at this end.
00:19:02,00:19:03,You have to see Psycho at this end.
00:19:03,00:19:04,You have to see Psycho at this end.
00:19:04,00:19:05,You have to see Psycho at this end.
00:19:05,00:19:06,You have to see Psycho at this end.
00:19:06,00:19:07,You have to see Psycho at this end.
00:19:07,00:19:08,You have to see Psycho at this end.
00:19:08,00:19:09,You have to see Psycho at this end.
00:19:09,00:19:10,You have to see Psycho at this end.
00:19:10,00:19:11,You have to see Psycho at this end.
00:19:11,00:19:12,You have to see Psycho at this end.
00:19:12,00:19:13,You have to see Psycho at this end.
00:19:13,00:19:14,You have to see Psycho at this end.
00:19:14,00:19:15,You have to see Psycho at this end.
00:19:15,00:19:16,You have to see Psycho at this end.
00:19:16,00:19:17,You have to see Psycho at this end.
00:19:17,00:19:20,You have to see Psycho at this end.
00:19:20,00:19:21,You have to see Psycho at this end.
00:19:21,00:19:22,You have to see Psycho at this end.
00:19:22,00:19:23,You have to see Psycho at this end.
00:19:23,00:19:24,You have to see Psycho at this end.
00:19:24,00:19:25,You have to see Psycho at this end.
00:19:25,00:19:26,You have to see Psycho at this end.
00:19:26,00:19:27,You have to see Psycho at this end.
00:19:27,00:19:28,You have to see Psycho at this end.
00:19:28,00:19:29,You have to see Psycho at this end.
00:19:29,00:19:30,You have to see Psycho at this end.
00:19:30,00:19:31,You have to see Psycho at this end.
00:19:31,00:19:32,You have to see Psycho at this end.
00:19:32,00:19:33,You have to see Psycho at this end.
00:19:33,00:19:34,You have to see Psycho at this end.
00:19:34,00:19:35,You have to see Psycho at this end.
00:19:35,00:19:36,You have to see Psycho at this end.
00:19:36,00:19:37,You have to see Psycho at this end.
00:19:37,00:19:48,There should be a nationwide go to the show on time campaign.
00:19:48,00:19:49,There should be a nationwide go to the show on time campaign.
00:19:49,00:19:50,There should be a nationwide go to the show on time campaign.
00:19:50,00:19:51,There should be a nationwide go to the show on time campaign.
00:19:51,00:19:52,There should be a nationwide go to the show on time campaign.
00:19:52,00:19:53,There should be a nationwide go to the show on time campaign.
00:19:53,00:19:54,There should be a nationwide go to the show on time campaign.
00:19:54,00:19:55,There should be a nationwide go to the show on time campaign.
00:19:55,00:19:56,There should be a nationwide go to the show on time campaign.
00:19:56,00:19:57,There should be a nationwide go to the show on time campaign.
00:19:57,00:19:58,There should be a nationwide go to the show on time campaign.
00:19:58,00:19:59,There should be a nationwide go to the show on time campaign.
00:19:59,00:20:00,There should be a nationwide go to the show on time campaign.
00:20:00,00:20:01,There should be a nationwide go to the show on time campaign.
00:20:01,00:20:11,There should be a nationwide go to the show on time campaign.
