start_hhmmss,end_hhmmss,text
00:04:19,00:04:20,before then there really wasn't any need
00:04:20,00:04:24,to have large numbers of the public donating blood.
00:04:24,00:04:26,"So, and there was some resistance."
00:04:26,00:04:29,"It was new kind of weird, like, ooh, where's it gonna go?"
00:04:29,00:04:30,And how are you?
00:04:30,00:04:32,"And it's red and it's me, I don't know."
00:04:32,00:04:34,"- I don't know, I don't know if you guys have it,"
00:04:34,00:04:37,but I really don't like needles at all.
00:04:37,00:04:39,"There was something about, like, I will do it."
00:04:39,00:04:41,"Like, obviously, when you have your injections"
00:04:41,00:04:43,"and stuff like that, I will do it."
00:04:43,00:04:45,But I have to look away when I do it.
00:04:45,00:04:47,I can't look at it going in.
00:04:47,00:04:49,And it's not that I don't like the pain
00:04:49,00:04:52,"or I don't like, it's just, there's something about it"
00:04:52,00:04:55,being so thin going into my skin
00:04:55,00:04:57,that it really gives me the heebie-jeebies.
00:04:57,00:04:58,- But James.
00:04:58,00:05:00,"- Rather something big, wide going in."
00:05:00,00:05:01,- I feel like this.
00:05:01,00:05:03,"I feel like, yeah."
00:05:03,00:05:04,"We're not still on glory hulls, I don't know."
00:05:04,00:05:06,- That's exactly it.
00:05:06,00:05:08,"- But James, are you then saying"
00:05:08,00:05:10,that sticking your arm through a hole
00:05:10,00:05:12,where you can't even see what's going on
00:05:12,00:05:14,and feeling the pain is less terrifying?
00:05:14,00:05:17,"- It is that because I will, when I had"
00:05:17,00:05:20,"my COVID apps, for instance, I would look away"
00:05:20,00:05:22,"and say, I don't like needles very much."
00:05:22,00:05:24,"So just, you know, tell me when it's done."
00:05:24,00:05:25,Kind of think.
00:05:25,00:05:26,"- But see, I'm with you, Dan."
00:05:26,00:05:28,I think it would be far more terrifying
00:05:28,00:05:31,"just to have your arm over there, not know who's there."
00:05:31,00:05:32,What are they doing?
00:05:32,00:05:33,How big is the needle?
00:05:33,00:05:34,What does my blood look like?
00:05:34,00:05:38,Like the unknown would be the scary part for me.
00:05:38,00:05:38,- Interesting.
00:05:38,00:05:40,"- Well, I have a good theory about why this might be."
00:05:40,00:05:44,"So one of the earliest blood banks that could store blood,"
00:05:44,00:05:46,"it was a bit after the one you were talking about, Mary,"
00:05:46,00:05:48,this is in 1937.
00:05:48,00:05:50,"It's also in America, and there was a scientist"
00:05:50,00:05:53,"called Bernard Phantus, and he and his colleagues"
00:05:53,00:05:55,"opened a blood bank, which could keep blood viable"
00:05:55,00:05:56,for about 10 days.
00:05:56,00:05:58,"So that was really useful, because obviously,"
00:05:58,00:06:00,unless you have someone who needs a transfusion
00:06:00,00:06:03,"and a donut in the same place, that's not very helpful."
00:06:03,00:06:08,So Phantus was from where originally Buddha pest
00:06:08,00:06:12,and where was Vlad the Impaler inspiration for Dracula
00:06:12,00:06:16,"also from, and in prison for a long time, Buddha pest."
00:06:16,00:06:17,So...
00:06:17,00:06:18,- What was he?
00:06:18,00:06:19,- Yeah.
00:06:19,00:06:20,- He was not related to Vlad the Impaler.
00:06:20,00:06:21,- He traveled around a bit.
00:06:21,00:06:23,"He was definitely in Budapest for a lot of time,"
00:06:23,00:06:25,in prison in Budapest.
00:06:25,00:06:26,All right.
00:06:26,00:06:28,"- I've been to his house, and I'm sure it's in Romania."
00:06:28,00:06:30,"- Yes, he probably had multiple properties."
00:06:30,00:06:33,"He was very successful, he was very..."
00:06:33,00:06:35,"- He was, you know, as far as impalers goes,"
00:06:35,00:06:36,he was one of the best.
00:06:36,00:06:38,- Absolutely.
00:06:38,00:06:40,"- But the thing is, the interesting thing is,"
00:06:40,00:06:42,"when he impaled people, he did it through a huge hole."
00:06:42,00:06:45,(laughing)
00:06:45,00:06:47,"- It's just nicer that way, isn't it, yeah?"
00:06:47,00:06:49,"- Phantus, he had the idea, 'cause he'd seen something"
00:06:49,00:06:51,similar happening in Russia.
00:06:51,00:06:55,And he got the money when he saved the woman's life.
00:06:55,00:06:58,"And the husband of this woman said, I'll do anything."
00:06:58,00:06:59,"Whatever you want, I'll let you have it."
00:06:59,00:07:02,"And he said, okay, I need a ton of money for a blood bank."
00:07:02,00:07:04,"And the guy went, how much?"
00:07:04,00:07:06,"And apparently, he was a little bit too much."
00:07:06,00:07:08,And so this guy had to go and get some other donors.
00:07:08,00:07:10,But it was from that moment that this started.
00:07:10,00:07:11,"Is that right, Mary?"
00:07:11,00:07:14,"- Yeah, there were Moscow around that time."
00:07:14,00:07:18,"They had this clinic, and I'm not gonna attempt to pronounce it,"
00:07:18,00:07:19,'cause it's Russian-y.
00:07:19,00:07:20,(laughing)
00:07:20,00:07:23,But it was a cadaver blood clinic.
00:07:23,00:07:27,"So all of the accidents, all the, you know, emergency trauma,"
00:07:27,00:07:29,"et cetera, deaths, sudden deaths."
00:07:29,00:07:32,"It said, they were all brought to this one central location"
00:07:32,00:07:35,"in Moscow, and they were kind of put the cadaver"
00:07:35,00:07:39,"on a tilt table, and drain the blood, and weirdly,"
00:07:39,00:07:42,and this was carried on by Jack Kovorkian in the US
00:07:42,00:07:44,"and some other people in the US saying,"
00:07:44,00:07:45,"like, why are we wasting this?"
00:07:45,00:07:47,This is perfectly good blood.
00:07:47,00:07:51,"And the weird thing is if somebody had died suddenly,"
00:07:51,00:07:53,the blood wouldn't coagulate in the same way.
00:07:53,00:07:55,It was actually more useful blood.
00:07:55,00:07:56,And I didn't include this in my book.
00:07:56,00:07:58,"I'm like, really?"
00:07:58,00:07:58,Do we know that?
00:07:58,00:08:02,Did anybody look into that whole violent death means
00:08:02,00:08:03,the blood keeps walking?
00:08:03,00:08:08,"But anyway, all these papers on it and cadavers were drained."
00:08:08,00:08:11,And there was a lot of people dying suddenly
00:08:11,00:08:13,in the 1920s in Russia as well.
00:08:13,00:08:14,(laughing)
00:08:14,00:08:16,"Over in America, there was another interesting"
00:08:16,00:08:20,"frontline character, which was Charles Drew,"
00:08:20,00:08:25,"amazing character, Drew, drew a lot of blood himself"
00:08:25,00:08:27,over his lifetime because he came up
00:08:27,00:08:31,"with large-scale blood banks in World War II,"
00:08:31,00:08:33,"but he was also African-American,"
00:08:33,00:08:38,and this really limited him from quite a lot of access
00:08:38,00:08:40,to medical places in the States.
00:08:40,00:08:43,"- Yeah, yeah, and what I read about Drew,"
00:08:43,00:08:45,"and I don't know, this may be apocryphal,"
00:08:45,00:08:47,"but what I read was that at the end of his life,"
00:08:47,00:08:51,"he actually needed blood, but at that time,"
00:08:51,00:08:54,"if you were black, you couldn't get white blood."
00:08:54,00:08:58,There was this segregation in blood transfusion.
00:08:58,00:09:01,"- Fortunately, that wasn't the case,"
00:09:01,00:09:03,specifically with him.
00:09:03,00:09:06,It was the case that that is how blood transfusions
00:09:06,00:09:08,"were working in America at the time,"
00:09:08,00:09:11,"but he was really mangled up in a car crash,"
00:09:11,00:09:13,"and unfortunately, nothing would have saved him."
00:09:13,00:09:15,A few people have read in that even actually
00:09:15,00:09:18,a blood transfusion might have killed him quicker
00:09:18,00:09:20,"as a result of the injuries he sustained,"
00:09:20,00:09:21,but he retired from it.
00:09:21,00:09:23,- But it made a nice story.
00:09:23,00:09:24,"- Yes, exactly."
00:09:24,00:09:27,- Which I was perpetuating.
00:09:27,00:09:29,(laughing)
00:09:29,00:09:30,"- That's my job on this show, Mary."
00:09:30,00:09:32,You stay away from Juvius Vax.
00:09:32,00:09:34,"He was a director of the American Red Cross,"
00:09:34,00:09:37,and he retired because of this exact racial segregation.
00:09:37,00:09:38,- I think he resigned.
00:09:38,00:09:40,"- Sorry, he resigned."
00:09:40,00:09:42,"- Yeah, and they changed that in 1950."
00:09:42,00:09:43,"- Get it right, Dan."
00:09:43,00:09:45,(laughing)
00:09:45,00:09:48,"- Yeah, he died in 1950,"
00:09:48,00:09:50,and that's also the year that they lost that policy.
00:09:50,00:09:53,"- Oh, okay, yeah."
00:09:53,00:09:56,"- Dan, speaking of your theories,"
00:09:56,00:09:57,- Yep.
00:09:57,00:09:58,- Do you remember?
00:09:58,00:09:59,"- Yes, Budapest, don't to me."
00:09:59,00:10:00,(laughing)
00:10:00,00:10:01,- Okay.
00:10:01,00:10:03,Do you remember telling us what happens
00:10:03,00:10:06,with carbonated water in transit?
00:10:06,00:10:09,"- It's not my personal theory,"
00:10:09,00:10:11,"but I have been perpetuating it, absolutely."
00:10:11,00:10:16,"Mary, there's an idea that sparkling water"
00:10:16,00:10:20,when it's being transferred in large containerships
00:10:20,00:10:21,"across from country to country,"
00:10:21,00:10:24,"that the bubbles are removed from the water,"
00:10:24,00:10:26,so as to not lose the fizz in transit.
00:10:26,00:10:28,"And then at the other port,"
00:10:28,00:10:30,"when it's reached its destination,"
00:10:30,00:10:34,the same bubbles are replaced into the water itself.
00:10:34,00:10:37,- They store the bubbles?
00:10:37,00:10:38,"- Well, the bubbles have the same bubbles."
00:10:38,00:10:40,"They fly, obviously,"
00:10:40,00:10:42,'cause they're a lot lighter to transport.
00:10:42,00:10:43,- Yes.
00:10:43,00:10:44,- Yeah.
00:10:44,00:10:46,- Is there a reason you bring this up?
00:10:46,00:10:48,"- Yeah, well, I hate to bring Dan."
00:10:48,00:10:51,- Which is reason enough in itself.
00:10:51,00:10:55,But I didn't realize there is sort of a slight analogy
00:10:55,00:10:56,in what happens when you donate blood.
00:10:56,00:10:59,So I just had no idea what happened when you donate blood.
00:10:59,00:11:00,I haven't done it before.
00:11:00,00:11:01,I think I might do it off the back of this.
00:11:01,00:11:03,"It sounds like it's a very, very worthwhile thing to do."
00:11:03,00:11:04,"But when you donate it,"
00:11:04,00:11:08,it's immediately split up into separate components.
00:11:08,00:11:13,"So they put it in a centrifuge and spin it,"
00:11:13,00:11:14,"and you know, in a centrifuge,"
00:11:14,00:11:17,it spins incredibly fast and different components
00:11:17,00:11:20,spin out to different sort of areas in the centrifuge.
00:11:20,00:11:21,"And so it's, what is it?"
00:11:21,00:11:25,"It's red blood cells, plasma, and platelets,"
00:11:25,00:11:27,I think are the three things that are useful.
00:11:27,00:11:29,So one donation of your blood can end up
00:11:29,00:11:31,in three separate people.
00:11:31,00:11:34,So it's a bit like the taking the bubbles out thing.
00:11:34,00:11:36,I just thought that was quite interesting.
00:11:36,00:11:36,- Yeah.
00:11:36,00:11:38,- That's kind of nothing like it.
00:11:38,00:11:39,(laughing)
00:11:39,00:11:41,"- Well, that's analogy."
00:11:41,00:11:44,"Some see it, some don't marry, and that is..."
00:11:44,00:11:46,- But nice segue anyway.
00:11:46,00:11:48,- We should move on in a second.
00:11:48,00:11:50,I want to give a quick shout out
00:11:50,00:11:52,to one of the great blood donors of our age.
00:11:52,00:11:57,Someone who has donated 23 gallons of blood since the 1960s.
00:11:57,00:12:01,"So on average, a person's body contains about 1.5 gallons."
00:12:01,00:12:02,So she's done amazing work.
00:12:02,00:12:04,Her sons continued her work.
00:12:04,00:12:07,"But yeah, Lillian Bloodworth, big shout out to her."
00:12:07,00:12:08,- Brilliant.
00:12:08,00:12:09,(laughing)
00:12:09,00:12:10,- Amazing.
00:12:10,00:12:11,- She was born to do it.
00:12:11,00:12:12,"Actually, do you know what's interesting?"
00:12:12,00:12:14,There were two people on this call
00:12:14,00:12:16,who would have been quite useless blood donors.
00:12:16,00:12:20,Had they been in America or Australia.
00:12:20,00:12:22,- Who would that be?
00:12:22,00:12:25,"- Well, I noticed like you and I were in glasses."
00:12:25,00:12:28,"So that's one thing that if we were playing guesthood,"
00:12:28,00:12:31,that's how we would split it into 50-50.
00:12:31,00:12:31,"- Well, you know what?"
00:12:31,00:12:35,I couldn't give blood from like the '80s
00:12:35,00:12:40,through about three years ago because I spent time
00:12:40,00:12:45,in the UK with the '80s when Mad Cow was a thing.
00:12:45,00:12:48,"And so the blood bank people are like,"
00:12:48,00:12:50,"we're still very, very concerned about you."
00:12:50,00:12:53,- They may have eaten a hamburger.
00:12:53,00:12:54,"- It's exactly that, Mary."
00:12:54,00:12:57,It was really for people who lived here.
00:12:57,00:12:59,I didn't know it extended to even if you visited.
00:12:59,00:13:04,"But if you had lived in the UK between 1980 and 1996,"
00:13:04,00:13:08,you could not give blood in places like America or Australia
00:13:08,00:13:11,because you might have Mad Cow disease
00:13:11,00:13:14,sitting in your blood somehow and it would get into the country.
00:13:14,00:13:17,"Yeah, it was until 2022, you couldn't give blood."
00:13:17,00:13:19,I've got one last thing on shoving your arm in a hole.
00:13:19,00:13:20,"- Oh, yes, please."
00:13:20,00:13:24,"- Yeah, and how it can be life-saving."
00:13:24,00:13:26,"Okay, so this is an American story, Mary,"
00:13:26,00:13:27,and you might have come across it
00:13:27,00:13:30,because you've written a book about animals and the law.
00:13:30,00:13:33,"So in 2015, there was a hunter in Montana"
00:13:33,00:13:36,"called Chase Del Woe, amazing name."
00:13:36,00:13:40,He was out hunting with a bow and arrow.
00:13:40,00:13:42,"So being quite sporting, I would say,"
00:13:42,00:13:44,hoping to hunt some elk.
00:13:44,00:13:48,And he suddenly noticed he was one meter from a bear
00:13:48,00:13:50,and like a really big bear.
00:13:50,00:13:53,"It bit his head, it had tossed him in the air"
00:13:53,00:13:56,and it then bit his leg and it was coming out of him again.
00:13:56,00:13:57,What did he do?
00:13:57,00:14:02,He put his hand in the only hole he can see.
00:14:02,00:14:03,That's right.
00:14:03,00:14:04,He did. - Is it really?
00:14:04,00:14:05,"Oh no, I did."
00:14:05,00:14:07,"- He shoved his, he said,"
00:14:07,00:14:08,"I remember, this is an amazing quote."
00:14:08,00:14:11,"He said, ""I remembered an article that my grandmother"
00:14:11,00:14:14,"gave me a long time ago, which is amazing presence of mind"
00:14:14,00:14:15,"in the situation."""
00:14:15,00:14:18,"But the article said, like big animals often have"
00:14:18,00:14:20,"really bad gag reflexes and he said,"
00:14:20,00:14:23,so I shoved my right arm down his throat and it worked.
00:14:23,00:14:27,"- Oh, that part. - That part, come on guys."
00:14:27,00:14:28,Row up.
00:14:28,00:14:36,He didn't do the city show live on air.
00:14:36,00:14:39,"Yeah, he shoved his arm down the bear, not up it"
00:14:39,00:14:41,and it worked with our left.
00:14:41,00:14:47,"Okay, it is time for fact number two"
00:14:47,00:14:49,and that is James.
00:14:49,00:14:53,"- Okay, my fact this week is that moss can solve crimes"
00:14:53,00:14:56,but it's woefully underappreciated.
00:14:56,00:14:58,"- Okay, hear me out."
00:14:58,00:14:59,- Moss cop.
00:14:59,00:15:00,- Moss cop.
00:15:00,00:15:04,He's slow but he's dedicated.
00:15:04,00:15:06,He'll get you eventually.
00:15:06,00:15:09,- All you have to do is hide on the north side of a tree
00:15:09,00:15:10,and he can't get you.
00:15:10,00:15:15,So this is a story I saw in Nautilus online magazine
00:15:15,00:15:19,about study in forensic sciences research
00:15:19,00:15:23,by Matt von Kanerat et al from the botanical collections
00:15:23,00:15:25,at Field Museum in Chicago.
00:15:25,00:15:28,"And the first sentence is forensic botany,"
00:15:28,00:15:30,particularly brio fight analysis.
00:15:30,00:15:33,So that's analyzing moss is potentially important
00:15:33,00:15:37,but underutilized tool in criminal investigations.
00:15:37,00:15:40,And then they go on to all the times that this has happened
00:15:40,00:15:43,that they could find in history where moss has been used
00:15:43,00:15:45,to solve crimes.
00:15:45,00:15:47,Basically they came up with about 10
00:15:47,00:15:50,but they reckon that we should be utilizing this moss.
00:15:50,00:15:51,- Yes.
00:15:51,00:15:53,- Is it for rural crimes I guess?
00:15:53,00:15:57,"- I've got moss, all of the walls as I walk my daughter"
00:15:57,00:15:59,"to nursery, there's moss on all of them."
00:15:59,00:16:01,Which is quite annoying because she's really into moss
00:16:01,00:16:02,right now.
00:16:02,00:16:05,It takes about an hour and a half to get to nursery
00:16:05,00:16:07,in the morning because she keeps looking at all the moss.
00:16:07,00:16:08,- I love it.
00:16:08,00:16:10,- I haven't done a paternity test.
00:16:10,00:16:12,I have to check that she isn't yours.
00:16:12,00:16:13,- Don't do it.
00:16:13,00:16:15,(all laughing)
00:16:15,00:16:16,"- But yeah, you're right."
00:16:16,00:16:18,So basically you find the body
00:16:18,00:16:21,and how long the moss is taken to grow on it.
00:16:21,00:16:24,That might tell you about when the person died.
00:16:24,00:16:27,And also moss will be different if it grows
00:16:27,00:16:28,in different areas.
00:16:28,00:16:32,"And so you can, let's say they found some moss on my trainers"
00:16:32,00:16:33,and I said I was nowhere near the crime
00:16:33,00:16:36,"and they say, well, what do you call this?"
00:16:36,00:16:38,And so that can do it as well.
00:16:38,00:16:41,"- Those forensic botany people,"
00:16:41,00:16:44,they don't get the love that they should.
00:16:44,00:16:48,I was at a forensics conference about two weeks ago.
00:16:48,00:16:50,You know where all the grad students
00:16:50,00:16:52,everybody have their posters up.
00:16:52,00:16:55,That's row after row of posters.
00:16:55,00:16:58,And forensics conference posters are pretty out there.
00:16:58,00:17:02,It was like the death by taxidermy Elkhead.
00:17:02,00:17:03,That was one.
00:17:03,00:17:04,"The Elkhead fell, killed someone."
00:17:04,00:17:07,Homicide by hot dog was another poster.
00:17:07,00:17:09,"Yeah, these are posters."
00:17:09,00:17:12,And these are published research papers.
00:17:12,00:17:14,And so there's also a lot of activity around the ones
00:17:14,00:17:17,with the really lured photographs.
00:17:17,00:17:18,But then you keep walking and they'll be like
00:17:18,00:17:21,the person who looks at pollen.
00:17:21,00:17:22,And it's really important.
00:17:22,00:17:26,He's just standing there waiting for somebody to check.
00:17:26,00:17:28,- Because it is incredibly important.
00:17:28,00:17:31,There's an amazing forensic ecologist.
00:17:31,00:17:33,She calls herself here in the UK
00:17:33,00:17:36,called Professor Patricia Wiltshire.
00:17:36,00:17:38,She's also known as the Snot Lady.
00:17:38,00:17:40,And she's known as the Snot Lady
00:17:40,00:17:42,because she spends her time on crime scenes
00:17:42,00:17:45,largely going into nasal cavities
00:17:45,00:17:48,and getting the pollen grains out of it.
00:17:48,00:17:51,"So she's been doing this, yeah, for 40 years."
00:17:51,00:17:54,She's been brought in to solve many crimes.
00:17:54,00:17:57,"If a car was thought to have been in an area,"
00:17:57,00:17:58,"but they couldn't prove it,"
00:17:58,00:18:01,she'll be brought in to look for remnants of pollen
00:18:01,00:18:02,on the wheels or inside of the car.
00:18:02,00:18:04,"In fact, her very first case,"
00:18:04,00:18:05,it was an interesting study
00:18:05,00:18:08,where they needed to see if a car had gone through this field.
00:18:08,00:18:12,And she did all the studying of all the areas pollen.
00:18:12,00:18:13,"So when she arrived on the scene,"
00:18:13,00:18:14,"they said, ""Let us show you where it happened."""
00:18:14,00:18:15,"And she said, ""No, no, no."
00:18:15,00:18:18,"""Let me show you where I think it happened."""
00:18:18,00:18:21,"And she found a particular grassy area, a hedgery area."
00:18:21,00:18:23,"And she went, ""It would have happened there,"""
00:18:23,00:18:23,based on what I found.
00:18:23,00:18:25,"They said, ""That's exactly where it happened."""
00:18:25,00:18:28,"And then, because they're a huge tire tracks."
00:18:28,00:18:30,- There are huge tire tracks going through the field.
00:18:30,00:18:34,"The big hole in the head shaped like a car, do you think?"
00:18:34,00:18:37,- And there's some chalk outlines of people's bodies
00:18:37,00:18:38,right next to it.
00:18:38,00:18:41,"- That's incredible, that's incredible."
00:18:41,00:18:43,- Somebody at this conference told me
00:18:43,00:18:45,that the FBI here in the States
00:18:45,00:18:49,has a classified pollen map.
00:18:49,00:18:51,"So they've got a map of what pollen is where,"
00:18:51,00:18:53,specifically for forensics.
00:18:53,00:18:55,- That's a forensic botany.
00:18:55,00:18:58,- And one other thing about moss and why that's so important
00:18:58,00:19:00,"is because in an area,"
00:19:00,00:19:02,they might all have the same kind of grass.
00:19:02,00:19:05,Let's say the murder happens on a golf course.
00:19:05,00:19:08,Your golf course might have the same kind of grass
00:19:08,00:19:09,"all the way around it,"
00:19:09,00:19:13,but moss can find little micro niches to kind of go.
00:19:13,00:19:14,And the moss that's on the second hole
00:19:14,00:19:16,might be different than the moss on the third hole
00:19:16,00:19:17,and the moss on the fourth hole.
00:19:17,00:19:19,It might be slightly different.
00:19:19,00:19:22,"And also, you get even smaller animals"
00:19:22,00:19:25,that live inside like mossy areas.
00:19:25,00:19:28,So that's an extra bit of data that you can get from it.
00:19:28,00:19:31,- This is a really low rent golf course.
00:19:31,00:19:32,- Did you got moss?
00:19:32,00:19:34,Have you ever seen the grass on a golf course?
00:19:34,00:19:35,See more a logo?
00:19:35,00:19:37,There's no moss growing on it.
00:19:37,00:19:40,"- I can't just say, the fourth hole is an incredible name"
00:19:40,00:19:42,for a murder mystery set on a golf course.
00:19:42,00:19:43,- Or a blood bank.
00:19:43,00:19:44,- Yes.
00:19:44,00:19:47,(laughing)
00:19:47,00:19:49,- Or a request from a bath.
00:19:49,00:19:50,- Go for the fun hole.
00:19:50,00:19:51,- Oh my God.
00:19:51,00:19:56,"- Speaking of cold cases,"
00:19:56,00:19:59,maybe the coldest case of all
00:20:00,00:20:05,that of Earthsea the Iceman has a moss link.
00:20:05,00:20:08,So he is a friend of the podcast.
00:20:08,00:20:10,I think we agree.
00:20:10,00:20:11,- Absolutely.
00:20:11,00:20:14,"- If 5,300 years old and dead,"
00:20:14,00:20:19,"and he was found up in the Alps, I believe."
00:20:19,00:20:20,- Yeah.
00:20:20,00:20:21,- He's certainly up A mountain in Europe.
00:20:21,00:20:25,"And anyway, he has 75 species of moss around him."
00:20:25,00:20:26,I don't mean sort of on him.
00:20:26,00:20:27,He wasn't collecting it.
00:20:27,00:20:30,"But it does tell you, for example, where he was coming from"
00:20:30,00:20:32,'cause there are mosses from low down in the valley.
00:20:32,00:20:34,So we can retrace his steps
00:20:34,00:20:37,based on the mosses that are in his gut
00:20:37,00:20:39,or on his clothes or whatever it might be.
00:20:39,00:20:40,So that's cool.
00:20:40,00:20:42,"- And speaking of his steps,"
00:20:42,00:20:45,there was one of those anthropologists
00:20:45,00:20:48,that likes to kind of live the anthropology.
00:20:48,00:20:51,"This guy who is an expert in Paleolithic,"
00:20:51,00:20:53,"if that's the right era, footwear."
00:20:53,00:20:57,"And he actually made a pair of the,"
00:20:57,00:20:59,they were kind of Birkenstock-like.
00:20:59,00:21:00,The shoes.
00:21:00,00:21:01,- So embarrassing.
00:21:01,00:21:02,- He made some witsy footwear.
00:21:02,00:21:04,"I don't remember exactly why,"
00:21:04,00:21:06,"but anyway, he recreated witsies"
00:21:06,00:21:08,on attractive footwear.
00:21:08,00:21:10,- It's a shame they weren't uggs
00:21:10,00:21:11,'cause that was probably what he would say.
00:21:11,00:21:13,A lot of the time.
00:21:13,00:21:14,I don't know.
00:21:14,00:21:15,- That's where that came from.
00:21:15,00:21:16,- Yep.
