start_hhmmss,end_hhmmss,text
00:03:52,00:03:58,"What I found mad about reading about Piranha 2 is how, like you say, it's surprising"
00:03:58,00:04:02,"that James Cameron cared enough to get it sweet, but how seriously, you all took it because"
00:04:02,00:04:05,"you think, surely, if you're working on these films in any role, you know you're making"
00:04:05,00:04:06,a joke.
00:04:06,00:04:07,Don't worry.
00:04:07,00:04:08,"No, Piranha 1 was huge, right?"
00:04:08,00:04:09,Yeah.
00:04:09,00:04:10,It was a big movie that did really well.
00:04:10,00:04:11,Yes.
00:04:11,00:04:17,"I was just Joe Dante of Gremlins fame, I believe, and then Piranha 2, Cameron had been hired"
00:04:17,00:04:18,to work on it.
00:04:18,00:04:22,"And we should say it's his first ever film he worked on as a director, and he was hired"
00:04:22,00:04:27,"to work on it by the producer, and it sounds like it was a nightmare to work on, and he"
00:04:27,00:04:30,was fired quite quickly.
00:04:30,00:04:31,Yeah.
00:04:31,00:04:34,"They filmed in Jamaica, the outdoor Piranha bits, and then they actually moved to Rome for"
00:04:34,00:04:39,"the end all bits, and he was fired at the end of the Jamaica bit, so that's why he was"
00:04:39,00:04:40,breaking in.
00:04:40,00:04:43,"They're like, he was breaking it because he'd been fired from the project, but his name was"
00:04:43,00:04:46,"still on it, and he thought, this is so bad, I can't let it go out like it is."
00:04:46,00:04:52,"The big thing was, there was this guy called Ovidio Asanitis, it's like, to video, it's"
00:04:52,00:04:53,almost his first movie.
00:04:53,00:04:54,Yeah.
00:04:54,00:05:01,"And he really wanted to be the director, but because he was half Italian and half Egyptian,"
00:05:01,00:05:05,"the American movie industry wouldn't let him be the director, so we had to bring someone"
00:05:05,00:05:09,"in, and his idea was, we'll bring a new person in, they won't do anything, but I'll be the"
00:05:09,00:05:10,real director.
00:05:10,00:05:11,Yeah.
00:05:11,00:05:15,"But then he brought James Cameron in, who kind of took it a bit seriously."
00:05:15,00:05:16,Yeah.
00:05:16,00:05:17,It was so unlucky.
00:05:17,00:05:21,It was one of the most dimensions in single-minded people in cinema.
00:05:21,00:05:24,"Because as far as he knew he was a 28 year old nobody, right? He was like, good, I'm getting"
00:05:24,00:05:25,an intern on.
00:05:25,00:05:26,And he was obsessive.
00:05:26,00:05:30,"We'll see, like, you see a Roger Corman guy, I think he comes out of that sort of, Cameron"
00:05:30,00:05:35,comes out of that stable where they were just sort of all being trained to do everything
00:05:35,00:05:40,"in film, and then sort of throw now into the wider world."
00:05:40,00:05:45,"A couple of years ago, I went to the Academy Museum in LA, where they sort of have various"
00:05:45,00:05:54,"bits of film ephemera, and they have his concept sketches for the Terminator, and when you look"
00:05:54,00:05:58,"at the concept sketch of the Terminator, you go, that looks exactly like the film."
00:05:58,00:05:59,Yeah.
00:05:59,00:06:00,That it's exactly like the film.
00:06:00,00:06:05,"And so the thing that my main takeaway from looking at those sketches was, this is a guy"
00:06:05,00:06:10,"with a vision, and this is a man who I imagine will walk through and over anything he"
00:06:10,00:06:17,"has to do. He does come across as that. Yeah, he's the Terminator. He is the Terminator."
00:06:17,00:06:18,He is a way.
00:06:18,00:06:21,"I bet he thought he was the hero of that, but he was the villain."
00:06:21,00:06:25,"He was telling about Terminator 2, but that's another matter."
00:06:25,00:06:31,I watched those movies so many hundreds of times when I was palpably too young to be watching
00:06:31,00:06:36,"them, because my parents, my parents would stop us from watching things like, I remember"
00:06:36,00:06:40,"my parents saw pulp fiction, and it's kind of worse thing they could possibly have said"
00:06:40,00:06:43,"to me, because I said, how was it? And they said, really brilliant."
00:06:43,00:06:46,"And I said, oh, great. Can I watch those? No, no."
00:06:46,00:06:50,"Why would you say that the movie was good? I was like 10 years old. I said, why would you"
00:06:50,00:06:55,"say the film was good? But they saw the Terminator box. They thought, yeah, it's robots and lasers"
00:06:55,00:07:00,"who cares. And then, you know, meanwhile, they're walking the room and a guy's using a fountain"
00:07:00,00:07:05,"pen to dig his eye out. I do think my mum at the heart point was like, oh, okay, I think"
00:07:05,00:07:08,"we might have missed red just a stretch. I mean, some people still aren't really sure"
00:07:08,00:07:13,"what Terminator is about. Look, I was impressed. So I want to learn, I'm just going to get, come"
00:07:13,00:07:18,"on. I'm just going to get a message out on my phone that we received from Anna. Well,"
00:07:18,00:07:22,"I think about this as my first serious relationship was with a guy. It was for three years, and he"
00:07:22,00:07:26,"was obsessed with the Terminator films. Anna, please, we need to read out the evidence"
00:07:26,00:07:32,"before we have your response to it. Anna Tajinsky, the concept of Terminator is absolutely"
00:07:32,00:07:38,"mental. I just thought it was about a metal bloke killing people, which at the most"
00:07:38,00:07:48,"basic level, it is. I think you've said there is incorrect. I suppose it has more layers than"
00:07:48,00:07:52,"I expect. Yeah, you've not disproved your initial assumption. No, metal bloke is actually"
00:07:52,00:08:00,sort of perfect description. There was a real like between Terminator and Robocop. My
00:08:00,00:08:07,"childhood was defined by metal bloke. Yes, we have piranha to thank for Terminator. I didn't"
00:08:07,00:08:13,"know about this. So basically piranha to happens, and it's a disaster, he develops a high fever."
00:08:13,00:08:17,"He's in Rome. Yes. So at this stage, he's not being paid anymore. Is that right? No, he's"
00:08:17,00:08:21,"off the clock. Yeah, this is the story. This is the crazy inception of Terminator. He goes"
00:08:21,00:08:26,"into, he's hospitalized with this really high fever, but while he's in hospital, probably"
00:08:26,00:08:32,"because of the piranha to stressful, sacking all that, he has this vision of a skeleton"
00:08:32,00:08:37,"robot coming out of a fire metal, metal, metal bloke. And crawling, because that's the only"
00:08:37,00:08:41,"bit Terminator I've seen is, you know, that scene where he's crawling in the top of him. I"
00:08:41,00:08:44,"don't know what happened to the bottom, but he's pointing towards that woman. I couldn't"
00:08:44,00:08:48,"look at how his side I was on. So in the piranha to debacle, asanitis, sound like a bit"
00:08:48,00:08:52,"of a douchebag as well, the producer. But I mean, he did talk about James Cameron, and"
00:08:52,00:08:55,"like he is obviously a massive control freak, and he said, so asanitis, I don't know, I'm"
00:08:55,00:09:01,"not saying it's name right, but asanitis, that's better. And that was much better. What's in"
00:09:01,00:09:10,"the name of Super Mario Brothers? He did say Cameron was very arrogant, and he said at one"
00:09:10,00:09:14,"point, he just came out of his office, and he saw his crew, the entire crew, and set way"
00:09:14,00:09:18,out in the distance out to sea on a bunch of boats when they were meant to be on the beach
00:09:18,00:09:23,"filming. And the first assistant director was fully clothed, swimming towards the shore."
00:09:23,00:09:27,And he got to the shore and he pulled himself up onto the beach and he shouted at asanitis.
00:09:27,00:09:32,"That got his amaniac, as in James Cameron's amaniac. I'm out of here. And James can say asanitis,"
00:09:32,00:09:36,"like, what's he done? Why are you all out at sea? He was like, James Cameron saw the perfect"
00:09:36,00:09:42,shaped cloud. And he knew we had to film it. So the entire crew and set is now on a series
00:09:42,00:09:49,of boats out at sea chasing a cloud. I'm just following. The whole thing with clouds
00:09:49,00:09:52,"is like, oh, that one looks like a giraffe. Oh, it doesn't look like a giraffe."
00:09:52,00:10:00,"They changed shapes. That's so weird. And listen, maybe this is, you know, and I say this"
00:10:00,00:10:04,"is a huge fan of his work, and maybe this is a bit of snobbery on my part. But when you hear"
00:10:04,00:10:10,"stories like that about Kubrick or Karasawa, you're like, yeah, of course, you have to get the"
00:10:10,00:10:14,"perfect thing. This is what you're making is this kind of, this is a sort of work of art."
00:10:14,00:10:20,"When you hear about piranha too, you think, what's your fucking mind?"
00:10:20,00:10:23,"The other thing that I always like to bring to this, this is actually something that James A."
00:10:23,00:10:28,"Castor introduced me to. And it's a real obsession of his. So in the book, The Futurist,"
00:10:28,00:10:34,"the Life and Films of James Cameron by Rebecca Keegan, she narrates a story about the shoot of Aliens."
00:10:34,00:10:42,And Aliens shot a Pinewood and I think Star Wars shot at L Street. And both of those films have
00:10:42,00:10:47,"the kind of same experience, which is an American director doing a science fiction film that"
00:10:47,00:10:55,"is a British crew of, you know, pretty hardened union guys. Yeah. Cannot have any respect for"
00:10:55,00:10:59,"all of them. And like, they used to call when they were shooting Star Wars, they used to"
00:10:59,00:11:06,"just refer to the shoe back at costume as the dog. And so on the final day of shooting Aliens,"
00:11:06,00:11:11,"and this evening according to Rebecca Keegan's book, this is what James Cameron says to the crew."
00:11:11,00:11:15,"This has been a longer difficult shoot, fraught by many problems. But the one thing that kept me going"
00:11:15,00:11:19,through it all was the certain knowledge that one day I would drive out of the gates of Pinewood
00:11:19,00:11:23,and never come back here and that you sorry bastards would all still be here.
00:11:23,00:11:29,That's it's like rousing end of shoot speech. That's what Dan Schreiber says to us every episode.
00:11:29,00:11:36,Before he goes on holiday. Yeah. Yeah. One day I thought there were huge problems with tea breaks.
00:11:36,00:11:41,Yeah. Yeah. It's an Aliens. Star Wars and Aliens alike. Basically the crew.
00:11:41,00:11:46,Now very clearly when they're when they are they get the tea break. Yeah. You got a union tea break
00:11:46,00:11:51,and Cameron is there being an otter and same but we need to film the 28 hours to get this perfect
00:11:51,00:11:55,shot in this perfect way and they're saying well we can't. We're going for our tea break. I love it.
00:11:55,00:12:03,And I read that he made movie posters Cameron before he got into directing. And that he basically
00:12:03,00:12:06,didn't watch the films because they're all terrible. So he just got the name of it and he would
00:12:06,00:12:11,just make something that he thought look cool and then send it in. Yeah. But in Mender he was really a
00:12:11,00:12:18,control freak with the posters for his movies. Wow. And so with Aliens some guy showed him what he
00:12:18,00:12:23,thought the posters should be for Aliens and he said honestly if I have the choice between that
00:12:23,00:12:28,piece of shit and an all black frame I'll go with the all black frame. And this guy obviously wasn't
00:12:28,00:12:33,really listening and he then went to his designers and went he wants an all black frame.
00:12:34,00:12:39,And then we have the iconic so I mean it just says the word Aliens. Yeah. Right. Yeah.
00:12:39,00:12:44,I think the strap line is this time it's war because the idea is in the first film there's one
00:12:44,00:12:48,alien in the second film there are thousands and it's you know it's kind of a bit of a
00:12:48,00:12:52,Vietnam analogy you know disastrous overconfident American Marines heading into a war that
00:12:52,00:12:57,like that runs out of control but I think supposedly he invented the this time it's blah.
00:12:57,00:13:04,Well maybe was that I think was that this time was that before this time it's personal I know that
00:13:04,00:13:10,was jaws wasn't it jaws too. Was it jaws too this time it's but was that not first
00:13:10,00:13:16,jaws. That's first jaws it's business. It's business. Third jaws this time it's pleasure.
00:13:16,00:13:25,About the shark and Brody going on a land holiday. Do you know what we have jaws to thank for
00:13:25,00:13:32,the Terminator? Oh really? Because we have Piranha 2 to thank for Terminator. Piranha 1 to thank
00:13:32,00:13:39,for Piranha 2 and Piranha 1 only existed because Steve it was like a ripoff of jaws and Steven
00:13:39,00:13:43,Spielberg went to watch it and they were going to sue and say you can't make this and Steven Spielberg
00:13:43,00:13:48,enjoyed it so much he was like I don't sue them this is really great. And it's that boy because then he
00:13:48,00:13:55,Joe Dante then yeah exactly. He produced Gremlins. Yeah. So that's amazing. That's really cool.
00:13:55,00:13:58,We have so many things I haven't seen to thank for so many other things I haven't seen.
00:13:58,00:14:05,I'm really grateful to him. We're the same age. What are you doing? I didn't know. I was going out.
00:14:05,00:14:17,We should move on to fact number two that's my fact. My fact this week is that the inventor of stand-up
00:14:17,00:14:24,comedy was known as the man who talks with string because he was never well I will tell you what
00:14:25,00:14:32,because he was never seen anywhere without his lucky string. Consider yourself admonished.
00:14:32,00:14:38,That's what. That's what if you weren't going to clarify it.
00:14:38,00:14:42,Now it's just going to be the end of this. Moving on to find something for you.
00:14:42,00:14:46,The inventor of stand-up comedy was known as the man of string. Okay anyway who's got a fact
00:14:46,00:14:51,about Roger Coleman? I just also want to clarify he's not a man of string. He's not made of string.
00:14:51,00:14:56,"He just carries string. So we've got metal men, we've got string men. Not a man who talks with string"
00:14:56,00:15:01,as he talks but he's holding string. Exactly yes. This is a guy called Charlie Case. He tends to be
00:15:01,00:15:04,referred to as the person who invented stand-up comedy although obviously there's a lot of facets
00:15:04,00:15:09,to stand-up so lots of rivals in that claim but he was born in 1858 so it was late 19th century.
00:15:09,00:15:14,This is in a book called The Legacy of the Wisecrack which I mentioned because I had some other
00:15:14,00:15:20,interesting bits in it and he was basically the first person who took to the stage as it says with
00:15:20,00:15:26,"the explicit purpose of telling jokes to make people laugh. No props, no, well no costume they say"
00:15:26,00:15:32,although at the time almost everyone did black face on stage and he did do that. But I already
00:15:32,00:15:38,"was mixed, he was mixed race, right? Well it's very unclear. It's not, yeah. The records are a bit."
00:15:38,00:15:43,His obituaries say they think he was mixed race but black people and white people at the time would
00:15:43,00:15:48,go in black face. And black people was blacked up sort of as way into the industry because of
00:15:48,00:15:53,"the white form. Is that it? Yeah, very strange. And we really don't know with him. I think he probably"
00:15:53,00:15:58,was but people didn't mention it in his life and then in his obituaries everyone was like he had a
00:15:58,00:16:04,black parent and he had this string that he always carried on stage and he fiddled with it constantly
00:16:04,00:16:08,couldn't be without it. A couple of times he forgot it and if no replacement could be found
00:16:08,00:16:13,he just fully you know broke down. He said I might as well be without my hand and he explained it he's
00:16:13,00:16:18,said when he first went into business he wore a pair of black gloves and he would fiddle with them
00:16:18,00:16:23,and toy with one and then pick at the fingers and eventually a bit like when you give a baby a rag
00:16:23,00:16:27,and then after five years you realize it's just a string he'd picked it his gloves so much.
00:16:27,00:16:34,Oh really? Like a blanket rather than a rag usually. Why are you giving a baby a rag? Give
00:16:34,00:16:42,him a rag. No you know what is this is we need to start toughening up the younger one. Give him a
00:16:42,00:16:48,rock. Give him a rag. But there you go so he needed that and he you know he really did he couldn't
00:16:48,00:16:52,be without it. That's amazing. And I guess like it's to do something with your hands right?
00:16:52,00:16:56,Like that's the thing. Yeah exactly. I don't think I've never heard this man's name in my life
00:16:56,00:17:00,before. That's fascinating. He is not famous. It makes sense that it's in that period because
00:17:00,00:17:05,he is sometimes we're still referred to as the turn and I never really understood why that was
00:17:05,00:17:11,and it's because in boardville shows when they were turning the set from you know the acrobat to the
00:17:11,00:17:16,sort of marching band they would put the curtain down and somebody would come out and tell jokes
00:17:16,00:17:21,to stop the audience from getting bored. So they were turning the set behind the curtain. So the
00:17:21,00:17:26,person telling the jokes is still sometimes referred to as the turn or front of curtain entertainers
00:17:26,00:17:32,and it's because I love that. Yeah it's like it's you know particularly like a lot of the like
00:17:32,00:17:38,old school guys who do lots of gigs at like Blackpool or sort of butlin's we'll call us front of
00:17:38,00:17:44,curtain and we were basically just there to stop the audience from getting bored. Yeah. Sometimes
00:17:44,00:17:49,obviously how the opposite effects depends on who you employ. Oh listen I'm I'm really struggled in
00:17:49,00:17:54,the boardville yes. I'm in a real struggle. Half the audience have left and they are asking for
00:17:54,00:17:58,their money back. They thought they were going to see elephants and instead of seeing man yelling
00:17:58,00:18:06,out David Lloyd George. He was really sticking it to Gladstone by that. No we need to clear the stage
00:18:06,00:18:11,at the end of the show. So if you could come on there. Clear the auditorium. So this guy was
00:18:11,00:18:16,he British. What's he? Oh my gosh. Charlie Case. I think he was American. American. I think he was
00:18:16,00:18:22,American. They were also had they had the same sort of tradition of boardville and when you do stand-up
00:18:22,00:18:28,in a match and theatre like the Victorians say what you will about them then you two things
00:18:28,00:18:34,colonizing my ancestors and building theatres and when you do stuff in a match and theatre you
00:18:34,00:18:42,understand oh this is what this is built for because the acoustics are so unbelievably good. A
00:18:42,00:18:50,thousand seat room has the same sonic dynamics as a 300 seat basement. Yeah. Yeah. It took 150
00:18:50,00:18:54,years. It's unbelievable. You know I'm thinking of something like the Hackney Empire has loads of
00:18:54,00:18:59,stand-up they have a pantomime every year and then Robin just did a gig there like when her last
00:18:59,00:19:03,album came out. I think she did like a special sort of small gig and so you're like there's very
00:19:03,00:19:10,few places where you can put like Robin a pantomime and me. Can I just ask Andy which Robin you felt?
00:19:10,00:19:16,Yeah. I don't think that man and I just think I thought Robin ints. Was it neither of those?
00:19:16,00:19:23,"No, it was now. It was Robin. It was R-O-B-Y-E. Yeah. Isn't there also, isn't it Robin Thickey?"
00:19:23,00:19:30,"Robin Thickey now. Robin Thickey is popular musician, opposite end innovation-wise. Possibly"
00:19:30,00:19:37,considered a de-innovator. She threw pop music forward five years and then he actually was a useful
00:19:37,00:19:45,corrective to say. An innovator. He was an innovator. He's sort of the equivalent of the Barbarian
00:19:45,00:19:49,"Horde smashing up right by that. I thought, is Nishon first name terms with Robin Thickey?"
00:19:49,00:19:56,Is this likely? It can't be. It makes more sense because I am on first time terms of Robin
00:19:56,00:20:01,"it. That's what I thought. Thickey and I, I'm going to amaze you here. We've never crossed paths."
00:20:03,00:20:10,I was looking at some superstitious comedians. So I looked at Hilda Baker who was a Bolton
00:20:10,00:20:17,comedian from the 1950s and she considered the colour green to be so bad luck that you weren't allowed.
00:20:17,00:20:22,No one was allowed to be green in the whole theatre but apparently this is quite a common thing
00:20:22,00:20:27,or it certainly was in the mid-20th century and the reason is that Mollier who died on stage during
00:20:27,00:20:32,the Hyperconjure Act was apparently wearing green when he died on stage. I've never heard this before.
00:20:32,00:20:37,"That's also why because Tommy Cooper, of course, died on stage wearing that square red hat with"
00:20:37,00:20:47,"the fuzz and no one wears that anywhere. I just know Mollier, Tommy Cooper. It's incredible."
00:20:47,00:20:50,"They didn't call it that, but yeah. In the Hyperconjure Act as well."
00:20:50,00:20:57,Was he playing the title? Oh my god. So people thought it was part of that.
00:20:57,00:21:01,"And would he be coming off, you know, in between scenes saying I'm really not feeling well"
00:21:01,00:21:03,"and they're saying, ""Oh, I know, of course the rules."" That was your day losing it."
00:21:03,00:21:06,Of course we don't call it that though.
00:21:06,00:21:12,"But that was the thing with Tommy Cooper, right? He collapsed and people thought it was a bit."
00:21:12,00:21:16,Are you superstitious niche about any aspect of a show?
00:21:16,00:21:24,I'm trying to think about sort of pre-show rituals. The most important thing that I always do
00:21:24,00:21:30,"is I always piss before I go, like I'm obsessed. Even if I don't need it, I'll try and force"
00:21:30,00:21:36,one out. And I think part of it is because I've read this thing. Apparently David Cameron used to
00:21:36,00:21:41,give speeches on the slightly full bladder because he thinks there's some idea that...
00:21:41,00:21:43,"That's an episode of Friends as well. Oh, is it?"
00:21:43,00:21:48,"Joey gets a role. Yeah. Where he really needs, and they're just so impressed by his urgency."
00:21:48,00:21:51,"His urgency, yeah, because he needs to be. Yeah, and he starts doing it for every role."
00:21:51,00:21:53,Apparently having to pee makes me a really good actor.
00:21:53,00:21:56,"Yeah. So Cameron, David Cameron is the same."
00:21:56,00:22:01,But then I also read that he got that that Hitler used to do that as well. And I think I don't
00:22:01,00:22:06,"know whether any of that's correct, but when I've read that, I thought, well, I want to be like"
00:22:06,00:22:10,Hitler or Cameron. I'm going to make sure I speak with the empty is bladder possible in front of an
00:22:10,00:22:14,audience. You know what? I always have a wee before I go on stage as well. But I also I do the wee
00:22:14,00:22:20,and I sit down when I'm doing the wee. And then I sit down for another 20 seconds and then usually
00:22:20,00:22:25,a little bit more comes out. And I got that tip from Sandy Toxfig who got it apparently from Princess
00:22:25,00:22:31,Sam. What? And I thought I want to be like Sandy Toxfig in Princess Sam. So that's why there's always more
00:22:31,00:22:38,"pee. But according to Princess Sam. Yeah. Just holding back. Princess Sam, you got a UTI girl."
00:22:38,00:22:48,That's fascinating. I'm just I'm so disappointed that when you say I was people going on stage because
00:22:48,00:22:52,"David Cameron, I was just desperate for it to be that David Cameron once went on stage."
00:22:54,00:23:03,"Like a star is born. Just a really dark Tory party conference. Or just after the EU referendum,"
00:23:03,00:23:08,after we walked out of Downic Street and that was the result and quit. He just immediately pissed
00:23:08,00:23:13,himself. That he was wearing dark trousers. That conference where they all stood really
00:23:13,00:23:20,"like a power party. That's why he was doing it. Oh my god. On the comedians superstitions,"
00:23:20,00:23:25,"Carol Burnett, first woman ever to host a variety show, I think. She at the end of every show for a"
00:23:25,00:23:31,"whole I've talked to her, like did a little eartug. She's 93. So I shouldn't lie much that little eartug"
00:23:31,00:23:37,in her show. Do you know why she did that? Why? When she went to do her first show which was the
00:23:37,00:23:42,Paul Winchell and Jerry Mahoney show in December 1955. She was 22 years old. She was playing the girl
00:23:42,00:23:46,"friend of her puppet. And she told her grandma and Nanny. She was like, I'm going to be on telly."
00:23:46,00:23:50,"And then Nanny said, oh say hello to me, will you? And she said, I can't really do that on TV,"
00:23:50,00:23:55,"but I'll give you a little sign this. Oh my god. And for ever more. And she said it just means,"
00:23:55,00:23:58,"she said at first it meant Nanny, I'm here and I love you. And then later it meant Nanny,"
00:23:58,00:24:05,I'm here and I love you and your checks in the mail. Oh that's so nice. That's really nice.
00:24:05,00:24:11,Pavarotti. Oh yeah. Funny. Funny guy. Really good comedian. It's a shame because it's on the
00:24:11,00:24:18,"undercard of his career, but he was a funny dude. He was a very substituous and he wanted to find a"
00:24:18,00:24:24,"bent nail before a performance backstage. And he believed that if you found one, that's really good luck."
00:24:24,00:24:29,"And it's a theatre. So there are, you know, the carpentry going on is often a nail around the stage,"
00:24:29,00:24:34,but his iron would frequently just leave nails strewn around so that Pavarotti would find one
00:24:34,00:24:39,"before a gig. Just like quickly, yeah. Therefore have a great show. That's probably the kind of stuff"
00:24:39,00:24:44,my tour manager does without me really fully understanding it. I think there's a lot of unseen work being
00:24:44,00:24:53,done. To get me on stage. Harold Lloyd. Oh yeah. Very superstitious. He had a nice big house
00:24:53,00:24:58,near Hollywood and there was an ornamental fountain outside of it and he thought it was extremely
00:24:58,00:25:04,bad luck to drive around the fountain. Oh wow. And so he never did it at any time in his life and the
00:25:04,00:25:10,"only time he ever did it was the hers on the way to the funeral. Okay, and he entrusted his own funeral."
00:25:10,00:25:16,"Yes, exactly. And the interesting thing about this is his house after he died became like a filming"
00:25:16,00:25:23,"location. And in the Godfather, Westworld, Beverly Hills Cop and Commando, someone drives around"
00:25:23,00:25:30,that fountain and then later in the movie suffers a horrible horrific death. No. Has it written it in?
00:25:30,00:25:37,Oh wow. That's very nice. That's so cool. That's not good. That's nicer than what we all
00:25:37,00:25:48,"thought, which was that just someone had a horrific death. Okay, so I'm in fact number three and that's"
00:25:48,00:25:56,"Andy. My correct is when David Bowie auditioned for the BBC in 1965, the judges ruled that he was"
00:25:56,00:26:03,"a singer, devoid of personality, that his band was not particularly exciting and that there is no"
00:26:03,00:26:12,entertainment in anything they do. There is no entertainment in anything they do. It's unambiguous.
00:26:12,00:26:20,"This guy is going nowhere. That's not your shit, is it? It's really important. Yeah, it's much more"
00:26:20,00:26:24,scientific. So this was the thing that existed. It was called the Talent Selection Group and it
00:26:24,00:26:31,"was a BBC institution that pulled together various radio producers to just assess everyone who wanted,"
00:26:31,00:26:39,"you know, to be played on BBC Radio. Right, yeah. So, very young. Yeah, I mean, 69 when he died in"
00:26:39,00:26:44,"2016 and I can't, I'm now struggling to do the basic mathematics. So he would have been 18, 17"
00:26:44,00:26:51,"or 18. So he was, he was very young and playing with a band and the band was called David Bowie and"
00:26:51,00:26:56,"the Lower Third and it doesn't sound like it was a good audition. I mean, you know, I don't think it's"
00:26:56,00:27:01,"too... I mean, when you're 18, exactly. Exactly. See the picture of him, I think he was, he must have"
00:27:01,00:27:06,"been playing the sax and singing it. Well, they did three songs because that's what you brought"
00:27:06,00:27:10,to the Talent Selection Group. One of them was by Bowie himself. One of them was by James Brown.
00:27:10,00:27:16,"The third one was Chim Chimeree from Mary Poppins, which is a rogue choice. That makes 100%"
00:27:16,00:27:22,"sense to me. Like, if you think about his music, it is music that exists at the intersection between"
00:27:22,00:27:28,"James Brown and Mary Poppins. Like, actually think about it. If you really think about it, there is"
00:27:28,00:27:37,like this interesting combination of black American music and English whimsy and actually there is
00:27:37,00:27:41,"something of both of those in Ziggy Star Tuts. Well, if you've been on the Talent Selection"
00:27:41,00:27:46,"Group, maybe it would have gone differently. Another verdict, I don't think the group will get better"
00:27:46,00:27:52,"with more rehearsals. Just devastating, you know. One of the most wavering things I've ever heard."
00:27:52,00:27:54,"Give them all the time of the world. They're not going to change, you know?"
00:27:54,00:27:57,Terrible. That was terrible and you've peaked.
00:27:57,00:28:03,"Peaks? Really? It's a bit like Simon Cowell, isn't it? Would you say, like kind of slightly"
